Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Andarielq			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 3 Equip A	180	Act 3 Junk	12	Act 3 UGood	30	Sets02	2	Uni Ore 1	1												0
Andarielq (N)			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 3 (N) Equip A	180	Act 3 (N) Junk	12	Act 3 (N) UGood	30	Sets04	2	Uni Ore 1	2												0
Andarielq (H)			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 3 (H) Equip A	180	Act 3 (H) Junk	12	Act 3 (H) UGood	30	Sets06	2	Uni Ore 1	3												0
Duriel - Base			6						Act 2  Boss	1080	Uni Ore 4	1																				0
Duriel (N) - Base			6						Act 2 (N) Boss	720	Uni Ore 4	1																				0
Duriel (H) - Base			6						Act 2 (H) Boss	360	Uni Ore 4	1																				0
Durielq - Base			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 4 Equip A	180	Act 4 Junk	12	Act 4 UGood	30	Sets02	2	Uni Ore 2	1												0
Durielq (N) - Base			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 4 (N) Equip A	180	Act 4 (N) Junk	12	Act 4 (N) UGood	30	Sets04	2	Uni Ore 2	2												0
Durielq (H) - Base			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 4 (H) Equip A	180	Act 4 (H) Junk	12	Act 4 (H) UGood	30	Sets06	2	Uni Ore 2	3												0
Duriel			-2					0	tsc	1	Duriel - Base	1																				0
Duriel (N)			-2					0	tsc	1	Duriel (N) - Base	1																				0
Duriel (H)			-2					0	tsc	1	Duriel (H) - Base	1																				0
Durielq			-2					0	tsc	1	Durielq - Base	1																				0
Durielq (N)			-2					0	tsc	1	Durielq (N) - Base	1																				0
Durielq (H)			-2					0	tsc	1	Durielq (H) - Base	1																				0
Mephisto			6						Act 3  Boss	1080	Uni Ore 3	1																				0
Mephisto (N)			6						Act 3 (N) Boss	720	Uni Ore 3	1																				0
Mephisto (H)			6						Act 3 (H) Boss	360	Uni Ore 3	1																				0
Mephistoq			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 4 Equip B	180	Act 4 Junk	12	Act 4 UGood	30	Sets03	2	Uni Ore 3	1												0
Mephistoq (N)			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 4 (N) Equip B	180	Act 4 (N) Junk	12	Act 4 (N) UGood	30	Sets05	2	Uni Ore 3	2												0
Mephistoq (H)			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 4 (H) Equip B	180	Act 4 (H) Junk	12	Act 4 (H) UGood	30	Sets07	2	Uni Ore 3	3												0
Diablo			6						Act 4  Boss	1080	Uni Ore 2	1																				0
Diablo (N)			6						Act 4 (N) Boss	720	Uni Ore 2	1																				0
Diablo (H)			6						Act 4 (H) Boss	360	Uni Ore 2	5	Hellfire Torch	1																		0
Diabloq			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 5 Equip A	180	Act 5 Junk	12	Act 5 UGood	30	Sets03	2	Uni Ore 4	1												0
Diabloq (N)			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 5 (N) Equip A	180	Act 5 (N) Junk	12	Act 5 (N) UGood	30	Sets05	2	Uni Ore 4	2												0
Diabloq (H)			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 5 (H) Equip A	180	Act 5 (H) Junk	12	Act 5 (H) UGood	30	Sets08	2	Uni Ore 4	3	Hellfire Torch	3										0
Baal			6						Act 5  Boss	1080	Uni Ore 1	1																				0
Baal (N)			6						Act 5 (N) Boss	720	Uni Ore 1	1																				0
Baal (H)			6						Act 5 (H) Boss	360	Uni Ore 1	1																				0
Baalq			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 5 Equip C	180	Act 5 Junk	12	Act 5 UGood	30	Sets03	2	Uni Ore 5	1												0
Baalq (N)			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 5 (N) Equip C	180	Act 5 (N) Junk	12	Act 5 (N) UGood	30	Sets06	2	Uni Ore 5	2												0
Baalq (H)			6	982	982	982	1024	45	"gld,mul=3072"	15	Act 5 (H) Equip C	180	Act 5 (H) Junk	12	Act 5 (H) UGood	30	Sets08	2	Uni Ore 5	3												0
ROP Rare Charm			1						cx1	1	cx2	1	cx3	1																		0
ROP Charm			1						Unique Charm 2	10	cx1	20	cx2	20	cx3	20	ROP Rare Charm	30														0
ROP - Base			5						Act 5 Ultra	1080	Uni Ore 2	1																				0
ROP (N) - Base			5						Act 5 (N) Ultra	720	Uni Ore 2	1																				0
ROP (H) - Base			5						Act 5 (H) Ultra	360	Uni Ore 2	1																				0
ROP			-2						ROP Charm	1	ROP - Base	1					  															0
ROP (N)			-2						ROP Charm	1	ROP (N) - Base	1					  															0
ROP (H)			-2						ROP Charm	1	ROP (H) - Base	1					  															0
Trapped Soul			1					66	Gold	19	A4A	8	Act 4 Junk	33																		0
Trapped Soul (N)			1					66	Gold	19	A4A (N)	8	Act 4 (N) Junk	33																		0
Trapped Soul (H)			1					66	Gold	19	A4A (H)	8	Act 4 (H) Junk	33																		0
Ore			1						Uni Ore 12	1	Uni Ore 13	1	Uni Ore 14	1	Uni Ore 15	1																
A1A None			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1																0
A1B None			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1																0
A1C None			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1																0
A2A None			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1																0
A2B None			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1																0
A2C None			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1																0
A3A None			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1																0
A3B None			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1																0
A3C None			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1																0
A4A None			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1																0
A4B None			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1																0
A5A None			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A5B None			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A5C None			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A1A Hrt			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A1B Hrt			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A1C Hrt			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A2A Hrt			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A2B Hrt			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A2C Hrt			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A3A Hrt			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A3B Hrt			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A3C Hrt			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A4A Hrt			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A4B Hrt			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A5A Hrt			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A5B Hrt			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A5C Hrt			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrt	40														0
A1A Brz			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	brz	40														0
A1B Brz			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	brz	40														0
A1C Brz			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	brz	40														0
A2A Brz			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	brz	40														0
A2B Brz			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	brz	40														0
A2C Brz			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	brz	40														0
A3A Brz			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	brz	40														0
A3B Brz			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	brz	40														0
A3C Brz			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	brz	40														0
A4A Brz			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	brz	40														0
A4B Brz			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	brz	40														0
A5A Brz			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	brz	40														0
A5B Brz			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	brz	40														0
A5C Brz			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	brz	40														0
A1A Jaw			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A1B Jaw			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A1C Jaw			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A2A Jaw			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A2B Jaw			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A2C Jaw			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A3A Jaw			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A3B Jaw			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A3C Jaw			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A4A Jaw			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A4B Jaw			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A5A Jaw			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A5B Jaw			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A5C Jaw			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	jaw	40														0
A1A Eyz			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A1B Eyz			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A1C Eyz			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A2A Eyz			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A2B Eyz			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A2C Eyz			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A3A Eyz			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A3B Eyz			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A3C Eyz			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A4A Eyz			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A4B Eyz			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A5A Eyz			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A5B Eyz			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A5C Eyz			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	eyz	40														0
A1A Hrn			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A1B Hrn			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A1C Hrn			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A2A Hrn			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A2B Hrn			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A2C Hrn			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A3A Hrn			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A3B Hrn			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A3C Hrn			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A4A Hrn			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A4B Hrn			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A5A Hrn			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A5B Hrn			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A5C Hrn			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	hrn	40														0
A1A Tal			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	tal	40														0
A1B Tal			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	tal	40														0
A1C Tal			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	tal	40														0
A2A Tal			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	tal	40														0
A2B Tal			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	tal	40														0
A2C Tal			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	tal	40														0
A3A Tal			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	tal	40														0
A3B Tal			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	tal	40														0
A3C Tal			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	tal	40														0
A4A Tal			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	tal	40														0
A4B Tal			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	tal	40														0
A5A Tal			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	tal	40														0
A5B Tal			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	tal	40														0
A5C Tal			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	tal	40														0
A1A Flg			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	flg	40														0
A1B Flg			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	flg	40														0
A1C Flg			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	flg	40														0
A2A Flg			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	flg	40														0
A2B Flg			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	flg	40														0
A2C Flg			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	flg	40														0
A3A Flg			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	flg	40														0
A3B Flg			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	flg	40														0
A3C Flg			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	flg	40														0
A4A Flg			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	flg	40														0
A4B Flg			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	flg	40														0
A5A Flg			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	flg	40														0
A5B Flg			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	flg	40														0
A5C Flg			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	flg	40														0
A1A Fng			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	fng	40														0
A1B Fng			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	fng	40														0
A1C Fng			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	fng	40														0
A2A Fng			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	fng	40														0
A2B Fng			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	fng	40														0
A2C Fng			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	fng	40														0
A3A Fng			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	fng	40														0
A3B Fng			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	fng	40														0
A3C Fng			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	fng	40														0
A4A Fng			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	fng	40														0
A4B Fng			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	fng	40														0
A5A Fng			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	fng	40														0
A5B Fng			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	fng	40														0
A5C Fng			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	fng	40														0
A1A Qll			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	qll	40														0
A1B Qll			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	qll	40														0
A1C Qll			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	qll	40														0
A2A Qll			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	qll	40														0
A2B Qll			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	qll	40														0
A2C Qll			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	qll	40														0
A3A Qll			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	qll	40														0
A3B Qll			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	qll	40														0
A3C Qll			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	qll	40														0
A4A Qll			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	qll	40														0
A4B Qll			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	qll	40														0
A5A Qll			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	qll	40														0
A5B Qll			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	qll	40														0
A5C Qll			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	qll	40														0
A1A Sol			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	sol	40														0
A1B Sol			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	sol	40														0
A1C Sol			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	sol	40														0
A2A Sol			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	sol	40														0
A2B Sol			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	sol	40														0
A2C Sol			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	sol	40														0
A3A Sol			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	sol	40														0
A3B Sol			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	sol	40														0
A3C Sol			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	sol	40														0
A4A Sol			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	sol	40														0
A4B Sol			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	sol	40														0
A5A Sol			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	sol	40														0
A5B Sol			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	sol	40														0
A5C Sol			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	sol	40														0
A1A Scz			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	scz	40														0
A1B Scz			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	scz	40														0
A1C Scz			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	scz	40														0
A2A Scz			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	scz	40														0
A2B Scz			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	scz	40														0
A2C Scz			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	scz	40														0
A3A Scz			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	scz	40														0
A3B Scz			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	scz	40														0
A3C Scz			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	scz	40														0
A4A Scz			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	scz	40														0
A4B Scz			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	scz	40														0
A5A Scz			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	scz	40														0
A5B Scz			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	scz	40														0
A5C Scz			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	scz	40														0
A1A Spe			1						A1A	3840	Act 1 Junk	768	Nothing	1792	Ore	1	spe	40														0
A1B Spe			1						A1B	3840	Act 1 Junk	768	Nothing	1792	Ore	1	spe	40														0
A1C Spe			1						A1C	3840	Act 1 Junk	768	Nothing	1792	Ore	1	spe	40														0
A2A Spe			1						A2A	3840	Act 2 Junk	768	Nothing	1792	Ore	1	spe	40														0
A2B Spe			1						A2B	3840	Act 2 Junk	768	Nothing	1792	Ore	1	spe	40														0
A2C Spe			1						A2C	3840	Act 2 Junk	768	Nothing	1792	Ore	1	spe	40														0
A3A Spe			1						A3A	3840	Act 3 Junk	768	Nothing	1792	Ore	1	spe	40														0
A3B Spe			1						A3B	3840	Act 3 Junk	768	Nothing	1792	Ore	1	spe	40														0
A3C Spe			1						A3C	3840	Act 3 Junk	768	Nothing	1792	Ore	1	spe	40														0
A4A Spe			1						A4A	3840	Act 4 Junk	768	Nothing	1792	Ore	1	spe	40														0
A4B Spe			1						A4B	3840	Act 4 Junk	768	Nothing	1792	Ore	1	spe	40														0
A5A Spe			1						A5A	3840	Act 5 Junk	768	Nothing	1792	Ore	1	spe	40														0
A5B Spe			1						A5B	3840	Act 5 Junk	768	Nothing	1792	Ore	1	spe	40														0
A5C Spe			1						A5C	3840	Act 5 Junk	768	Nothing	1792	Ore	1	spe	40														0
A1A None (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2																0
A1B None (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2																0
A1C None (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2																0
A2A None (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2																0
A2B None (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2																0
A2C None (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2																0
A3A None (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2																0
A3B None (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2																0
A3C None (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2																0
A4A None (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2																0
A4B None (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2																0
A5A None (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A5B None (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A5C None (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A1A Hrt (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A1B Hrt (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A1C Hrt (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A2A Hrt (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A2B Hrt (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A2C Hrt (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A3A Hrt (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A3B Hrt (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A3C Hrt (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A4A Hrt (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A4B Hrt (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A5A Hrt (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A5B Hrt (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A5C Hrt (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	hrt	40														0
A1A Brz (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A1B Brz (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A1C Brz (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A2A Brz (N)			1						A2A (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A2B Brz (N)			1						A2B (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A2C Brz (N)			1						A2C (N)	3840	Act 2 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A3A Brz (N)			1						A3A (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A3B Brz (N)			1						A3B (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A3C Brz (N)			1						A3C (N)	3840	Act 3 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A4A Brz (N)			1						A4A (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A4B Brz (N)			1						A4B (N)	3840	Act 4 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A5A Brz (N)			1						A5A (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A5B Brz (N)			1						A5B (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A5C Brz (N)			1						A5C (N)	3840	Act 5 (N) Junk	768	Nothing	1792	Ore	2	brz	40														0
A1A Jaw (N)			1						A1A (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A1B Jaw (N)			1						A1B (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
A1C Jaw (N)			1						A1C (N)	3840	Act 1 (N) Junk	768	Nothing	1792	Ore	2	jaw	40														0
