name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	PermStoreItem	multibuy	Nameable	*eol
Gambling Chit Armor 3	Field Plate		0	0	1	0	1	1	0	1	198000		f00	f00	b29		16	1	1	0	0	0	flprun	invcht_tor			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Gothic Plate		0	0	1	0	1	1	0	1	216000		f01	f01	b30		16	1	1	0	0	0	flprun	invcht_tor			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Full Plate Mail		0	0	1	0	1	1	0	1	234000		f02	f02	b31		16	1	1	0	0	0	flprun	invcht_tor			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Ancient Armor		0	0	1	0	1	1	0	1	270000		f03	f03	b32		16	1	1	0	0	0	flprun	invcht_tor			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Light Plate		0	0	1	0	1	1	0	1	198000		f04	f04	b33		16	1	1	0	0	0	flprun	invcht_tor			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Spiked Shoulder		0	0	1	0	1	1	0	1	225000		f05	f05	b34		16	1	1	0	0	0	flprun	invcht_tor			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Elven Chain		0	0	1	0	1	1	0	1	252000		f06	f06	b35		16	1	1	0	0	0	flprun	invcht_tor			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Cloak		0	0	1	0	1	1	0	1	99000		f07	f07	b36		16	1	1	0	0	0	flprun	invcht_tor			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Robe		0	0	1	0	1	1	0	1	117000		f08	f08	b37		16	1	1	0	0	0	flprun	invcht_tor			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Buckler		0	0	1	0	1	1	0	1	63000		f09	f09	b38		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Small Shield		0	0	1	0	1	1	0	1	72000		f10	f10	b39		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Large Shield		0	0	1	0	1	1	0	1	81000		f11	f11	b40		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Kite Shield		0	0	1	0	1	1	0	1	90000		f12	f12	b41		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Tower Shield		0	0	1	0	1	1	0	1	99000		f13	f13	b42		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Gothic Shield		0	0	1	0	1	1	0	1	108000		f14	f14	b43		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Bone Shield		0	0	1	0	1	1	0	1	99000		f15	f15	b44		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Spiked Shield		0	0	1	0	1	1	0	1	90000		f16	f16	b45		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Fortress Shield		0	0	1	0	1	1	0	1	117000		f17	f17	b46		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Leather Gloves		0	0	1	0	1	1	0	1	63000		f18	f18	b47		16	1	1	0	0	0	flprun	invcht_glv			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Heavy Gloves		0	0	1	0	1	1	0	1	72000		f19	f19	b48		16	1	1	0	0	0	flprun	invcht_glv			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Chain Gloves		0	0	1	0	1	1	0	1	81000		f20	f20	b49		16	1	1	0	0	0	flprun	invcht_glv			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Light Gauntlets		0	0	1	0	1	1	0	1	90000		f21	f21	b50		16	1	1	0	0	0	flprun	invcht_glv			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Gaunlets		0	0	1	0	1	1	0	1	99000		f22	f22	b51		16	1	1	0	0	0	flprun	invcht_glv			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Iron Guards		0	0	1	0	1	1	0	1	108000		f23	f23	b52		16	1	1	0	0	0	flprun	invcht_glv			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Leather Boots		0	0	1	0	1	1	0	1	63000		f24	f24	b53		16	1	1	0	0	0	flprun	invcht_bot			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Heavy Boots		0	0	1	0	1	1	0	1	72000		f25	f25	b54		16	1	1	0	0	0	flprun	invcht_bot			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Chain Boots		0	0	1	0	1	1	0	1	81000		f26	f26	b55		16	1	1	0	0	0	flprun	invcht_bot			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Light Plate Boots		0	0	1	0	1	1	0	1	90000		f27	f27	b56		16	1	1	0	0	0	flprun	invcht_bot			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Plate Boots		0	0	1	0	1	1	0	1	99000		f28	f28	b57		16	1	1	0	0	0	flprun	invcht_bot			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Crystal Boots		0	0	1	0	1	1	0	1	108000		f29	f29	b58		16	1	1	0	0	0	flprun	invcht_bot			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Sash		0	0	1	0	1	1	0	1	63000		f30	f30	b59		16	1	1	0	0	0	flprun	invcht_blt			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Light Belt		0	0	1	0	1	1	0	1	72000		f31	f31	b60		16	1	1	0	0	0	flprun	invcht_blt			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Belt		0	0	1	0	1	1	0	1	81000		f32	f32	b61		16	1	1	0	0	0	flprun	invcht_blt			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Heavy Belt		0	0	1	0	1	1	0	1	90000		f33	f33	b62		16	1	1	0	0	0	flprun	invcht_blt			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Plated Belt		0	0	1	0	1	1	0	1	99000		f34	f34	b63		16	1	1	0	0	0	flprun	invcht_blt			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Muscle Wrap		0	0	1	0	1	1	0	1	108000		f35	f35	b64		16	1	1	0	0	0	flprun	invcht_blt			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Wolf Head		0	0	1	0	1	1	0	1	72000		f36	f36	b65		16	1	1	0	0	0	flprun	invcht_hlm			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Hawk Helm		0	0	1	0	1	1	0	1	81000		f37	f37	b66		16	1	1	0	0	0	flprun	invcht_hlm			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Antlers		0	0	1	0	1	1	0	1	90000		f38	f38	b67		16	1	1	0	0	0	flprun	invcht_hlm			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Falcon Mask		0	0	1	0	1	1	0	1	99000		f39	f39	b68		16	1	1	0	0	0	flprun	invcht_hlm			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Spirit Mask		0	0	1	0	1	1	0	1	108000		f40	f40	b69		16	1	1	0	0	0	flprun	invcht_hlm			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Jawbone Cap		0	0	1	0	1	1	0	1	72000		f41	f41	b70		16	1	1	0	0	0	flprun	invcht_hlm			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Fanged Helm		0	0	1	0	1	1	0	1	81000		f42	f42	b71		16	1	1	0	0	0	flprun	invcht_hlm			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Horned Helm		0	0	1	0	1	1	0	1	90000		f43	f43	b72		16	1	1	0	0	0	flprun	invcht_hlm			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Assault Helmet		0	0	1	0	1	1	0	1	99000		f44	f44	b73		16	1	1	0	0	0	flprun	invcht_hlm			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Avenger Guard		0	0	1	0	1	1	0	1	108000		f45	f45	b74		16	1	1	0	0	0	flprun	invcht_hlm			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Targe		0	0	1	0	1	1	0	1	72000		f46	f46	b75		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Rondache		0	0	1	0	1	1	0	1	81000		f47	f47	b76		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Heraldic Shield		0	0	1	0	1	1	0	1	90000		f48	f48	b77		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Aerin Shield		0	0	1	0	1	1	0	1	99000		f49	f49	b78		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Crown Shield		0	0	1	0	1	1	0	1	108000		f50	f50	b79		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Preserved Head		0	0	1	0	1	1	0	1	72000		f51	f51	b80		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Zombie Head		0	0	1	0	1	1	0	1	81000		f52	f52	b81		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Unraveller Head		0	0	1	0	1	1	0	1	90000		f53	f53	b82		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Gargoyle Head		0	0	1	0	1	1	0	1	99000		f54	f54	b83		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Armor 3	Demon Head		0	0	1	0	1	1	0	1	108000		f55	f55	b84		16	1	1	0	0	0	flprun	invcht_sld			0	xxx			0	0	cha3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Weapon 1	Brass Knuckle		0	0	1	0	1	1	0	1	8000		f56	f56	b85		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	f57	f58				0
Gambling Chit Weapon 2	Brass Knuckle		0	0	1	0	1	1	0	1	24000		f57	f57	b85		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw2		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit2		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Weapon 3	Brass Knuckle		0	0	1	0	1	1	0	1	72000		f58	f58	b85		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Weapon 1	Battering Arm		0	0	1	0	1	1	0	1	12000		f59	f59	b86		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw1		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit1		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	1					255			0	0	0	f60	f61				0
Gambling Chit Weapon 2	Battering Arm		0	0	1	0	1	1	0	1	33000		f60	f60	b86		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw2		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit2		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Gambling Chit Weapon 3	Battering Arm		0	0	1	0	1	1	0	1	108000		f61	f61	b86		16	1	1	0	0	0	flprun	invcht_wpn			0	xxx			0	0	chw3		item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0	0	0	0			0	-1												1	gchit3		0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Anvil Stone	Anvil Stone		1	0	0	0	1	0	0	1	566000		qqq	qqq	qqq		16	1	1	0	0	0	flpgsw	invqqq			0	xxx			0	0	cube		item_sword	12	item_sword	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
