skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	ListPool	IconCel	str name	str short	str long	str alt	str mana	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	eol
fanatic swing	1	3	2	1	0	62	Skillname368	Skillsd368	Skillld368	Skillan368	StrSkill3	7	clc2											2				7	StrSkill11		clc1		2	StrSkill10	StrSkill23	toht		2	StrSkill4	StrSkill23	clc2		10															1																				40	Sksyn	Skillname368	2		63	skillname37	Damplev	par8		63	Skillname371	Damplev	par8		63	skillname52	Firedplev	par8		63	skillname57	Firedplev	par8												0
aerial shield	3	2	3	3	0	64	Skillname369	Skillsd369	Skillld369	Skillan369	StrSkill3																	12	StrSkill20		len		2	StrSkill159	StrSkill23	ast4		3	StrSkillRD	StrSkill23	ast5		2	StrSkill162	StrSkill23	ast3		2	StrSkill161	StrSkill23	ast2		4	StrSkill160		ast1		18	StrSkill282				1															40	Sksyn	Skillname369	2		67	skillname40	Secplev2	par6/25		67	skillname60	Secplev2	par6/25		67	skillname50	Secplev2	par6/25																	0
seruption	1	2	1	1	0	66	Skillname370	Skillsd370	Skillld370	Skillan370	StrSkill3	5													serruption center			1					23	StrSkill20				10																																								40	Sksyn	Skillname370	2		63	skillname46	Firedplev	par8		63	skillname51	Firedplev	par8		63	skillname48	Firedplev	par8																	0
stwister	3	2	1	3	0	68	Skillname371	Skillsd371	Skillld371	Skillan371	StrSkill3	5																1					9					5	ESkillMiss		clc1																	12	StrSkill48		par2																	40	Sksyn	Skillname371	2		63	skillname58	Damplev	par8		63	skillname37	Damplev	par8																						0
poisonmastery	1	6	3	1	0	60	Skillname372	Skillsd372	Skillld372	Skillan372	StrSkill3																	1					12	StrSkill20		len		19	StrSkill18		rng		3	StrSkill191	StrSkill23	ast1												18	StrSkillPoisonMas																			40	Sksyn	Skillname372	2		67	skillname72	Secplev2	par8/25		67	skillname71	Secplev2	par8/25		67	skillname87	Secplev2	par8/25																	0
killer scythe	0	0	0	2	0	62	Skillname373	Skillsd373	Skillld373	Skillan373	StrSkill3	7	clc2											1				2	StrSkill4	StrSkill23	clc2		8																									18	StrSkill270				1															40	Sksyn	Skillname373	2		63	Skillname507	Damplev	par8		63	skillname68	Damplev	par8		63	skillname78	Damplev	par8		63	skillname88	Damplev	par8		63	Skillname500	Damplev	par8							0
hells gate	2	6	1	2	0	64	Skillname374	Skillsd374	Skillld374	Skillan374	StrSkill3	5																1					10																																													40	Sksyn	Skillname374	2		63	skillname84	Magdplev	par8		63	skillname93	Magdplev	par8		63	skillname68	Magdplev	par8		63	skillname67	Magdplev	par8												0
shydra	3	6	2	3	0	66	Skillname375	Skillsd375	Skillld375	Skillan375	StrSkill3	5																1					24	hydramagdmg				12	StrSkill20		ln12																																					40	Sksyn	Skillname375	2		63	skillname93	Magdplev	par8		63	skillname80	Magdplev	par8																						0
sblade fury	1	4	3	1	0	68	Skillname376	Skillsd376	Skillld376	Skillan376	StrSkill3	24																61	StrSkill3	EskillPerBlade	usmc	10	9																									5	StrSkill115		par3		72	WeapDamsk		5	8																																														0
auraofdivinity	3	5	3	3	0	60	Skillname377	Skillsd377	Skillld377	Skillan377	StrSkill3																	2	StrSkill124	StrSkill23	ast2		19	StrSkill18		rng																						4	StrSkill121		ast1		18	StrSkill214																																																	0
arrow of confession	1	1	2	1	0	62	Skillname378	Skillsd378	Skillld378	Skillan378	StrSkill3	6												1				5	StrSkill166		ast2/2		2	StrSkill10	StrSkill23	toht		10																				18	StrSkill271				1					18	ModitemSMRIP									40	Sksyn	Skillname378	2		63	Skillname379	Magdplev	par8*2		63	skillname101	Magdplev	par8		63	skillname112	Magdplev	par8		63	skillname121	Magdplev	par8		63	Skillname380	Magdplev	par8							0
sacred piercer	1	6	3	1	0	64	Skillname379	Skillsd379	Skillld379	Skillan379	StrSkill3	6												1				1					2	StrSkill10	StrSkill23	ast3		2	StrSkill169	StrSkill23	ast2		2	StrSkill168	StrSkill23	ast1		2	StrSkill167	StrSkill23	"min(100,(skill('Sacred Piercer'.blvl)+skill('Arrow of Confession'.blvl))*par2)"							18	StrSkill271				73	WeapDamsk		1	2											40	Sksyn	Skillname379	2		63	Skillname378	StrSkill249	par7		63	Skillname378	DamDUplev	par8*2		63	skillname101	DamDUplev	par8		63	skillname112	DamDUplev	par8		63	skillname121	DamDUplev	par8		63	Skillname380	DamDUplev	par8		0
sgrim ward	0	0	0	3	0	66	Skillname380	Skillsd380	Skillld380	Skillan380	StrSkill3																	19	StrSkill18		rng																											1					12	StrSkill20		clc1																																															0
ssummon grizzly	0	0	0	2	0	68	Skillname381	Skillsd381	Skillld381	Skillan381	StrSkill3																	1					2	StrSkill54	StrSkill23	ast1		5	StrSkill208		clc4		9			pst2		5	StrSkill21		clc3		13			clc1		5	ESkillABear		pets																	40	Sksyn	Skillname381	2		25	Skillname380	Bearplev																												0
elementalmastery	3	6	1	3	0	62	Skillname382	Skillsd382	Skillld382	Skillan382	StrSkill3																	12	StrSkill20		len		2	StrSkill198	StrSkill23	ast5		2	StrSkill54	StrSkill23	ast1																	1																				40	Sksyn	Skillname382	2		67	skillname137	Secplev2	par8/25		67	skillname130	Secplev2	par8/25		67	skillname153	Secplev2	par8/25																	0
phantom hatchets	1	3	2	1	0	66	Skillname383	Skillsd383	Skillld383	Skillan383	StrSkill3	5												1				1					7	StrSkill231		clc3		7	StrSkill205		clc1		9															18	StrSkill230				73	WeapDamsk		3	4																																														0
berserk fury	1	6	2	1	0	68	Skillname384	Skillsd384	Skillld384	Skillan384	StrSkill3	22																1					10					3	StrSkill72	StrSkill27	clc1																																					40	Sksyn	Skillname384	2		63	skillname150	Magdplev	par8		63	skillname140	Magdplev	par8		63	Skillname383	Magdplev	par8		63	skillname152	Magdplev	par8												0
snova	2	4	3	2	0	70	Skillname385	Skillsd385	Skillld385	Skillan385	StrSkill3	5																1					10																																													40	Sksyn	Skillname385	2		63	skillname128	Ltngdplev	par8		63	skillname129	Ltngdplev	par8		63	skillname134	Ltngdplev	par8		63	Skillname386	Ltngdplev	par8												0
sthunder storm	2	6	3	2	0	72	Skillname386	Skillsd386	Skillld386	Skillan386	StrSkill3	5																1					10					12	StrSkill20		len																																					40	Sksyn	Skillname386	2		63	skillname128	Ltngdplev	par8		63	skillname129	Ltngdplev	par8		63	skillname134	Ltngdplev	par8		63	Skillname385	Ltngdplev	par8												0
sandstorm	3	6	2	3	0	60	Skillname387	Skillsd387	Skillld387	Skillan387	StrSkill3	5																1					9					10																																								40	Sksyn	Skillname387	2		63	Skillname236	Damplev	par8		63	Skillname231	Damplev	par8		63	Skillname251	Damplev	par8		63	Skillname246	Damplev	par8												0
iron claws	2	3	2	2	0	62	Skillname388	Skillsd388	Skillld388	Skillan388	StrSkill3	7	clc1											1				7	StrSkill219		ast3		7	StrSkill221		ast4		7	StrSkill218		ast1		2	StrSkill10	StrSkill23	toht		2	StrSkill4	StrSkill23	clc1							1					18	ModStr3y														40	Sksyn	Skillname388	2		63	Skillname233	Damplev	par8		63	Skillname234	Damplev	par8		63	Skillname240	Damplev	par8		63	Skillname249	Damplev	par8		63	Skillname390	Damplev	par8							0
cow balloon	1	1	1	1	0	64	Skillname389	Skillsd389	Skillld389	Skillan389	StrSkill3																	1					5	StrSkill235		ast1		5	StrSkill236		ast2		12	StrSkill20		clc2		5	ESkillBalloons		pets							3	StrSkill42	StrSkill155	(100+clc1)*par3/100		18	StrSkill237														40	Sksyn	Skillname389	2		63	Skillname247	Damplev	par8		63	Skillname390	Ltngdplev	par8																						0
scharged strike	2	6	2	2	0	66	Skillname390	Skillsd390	Skillld390	Skillan390	StrSkill3	17																1					10					9					3	StrSkill72	StrSkill73	clc1																																40	Sksyn	Skillname390	2		63	Skillname389	Ltngdplev	par8*2		63	Skillname240	Ltngdplev	par8		63	Skillname388	Ltngdplev	par8																	0
sbone spear	3	2	1	3	0	68	Skillname391	Skillsd391	Skillld391	Skillan391	StrSkill3	5																1					11					10					9					8																														40	Sksyn	Skillname391	2		63	Skillname235	Firedplev	par8		63	Skillname240	Firedplev	par8		63	Skillname245	Firedplev	par8		63	Skillname232	Firedplev	par8		63	Skillname230	Firedplev	par8		63	Skillname226	Firedplev	par8		0
shadearmor	2	6	1	2	0	60	Skillname392	Skillsd392	Skillld392	Skillan392	StrSkill3																	1					12	StrSkill20		len		3	StrSkillRD	StrSkill23	ast2		2	StrSkill21	StrSkill23	ast1												18	StrSkill284																			40	Sksyn	Skillname392	2		67	Skillname259	Secplev2	par6/25		67	Skillname260	Secplev2	par6/25		67	Skillname279	Secplev2	par6/25																	0
shuriken	3	6	2	3	0	62	Skillname393	Skillsd393	Skillld393	Skillan393	StrSkill3	7	clc2											1				8					10					3	StrSkill86	StrSkill87	clc1		2	StrSkill4	StrSkill23	clc2												1																				40	Sksyn	Skillname393	2		63	Skillname394	Damplev	par8		63	Skillname266	Damplev	par8		63	Skillname258	Damplev	par8		63	Skillname278	Damplev	par8												0
iaigiri	3	2	2	3	0	64	Skillname394	Skillsd394	Skillld394	Skillan394	StrSkill3	7	clc1											1				1										2	StrSkill10	StrSkill23	toht		2	StrSkill4	StrSkill23	clc1												2	StrSkill31	StrSkill23	ast1		2	StrSkill39	StrSkill23	clc4		18	StrSkill264				73	WeapDamsk		5	4	40	Sksyn	Skillname394	2		63	Skillname266	Damplev	par8		63	Skillname393	Damplev	par8		63	Skillname255	Damplev	par8		63	Skillname281	Damplev	par8												0
steeth	1	3	2	1	0	66	Skillname395	Skillsd395	Skillld395	Skillan395	StrSkill3	5																1					10					7	StrSkill28		clc1																																					40	Sksyn	Skillname395	2		63	Skillname252	Colddplev	par8		63	Skillname396	Colddplev	par8																						0
scold missiles	1	5	2	1	0	68	Skillname396	Skillsd396	Skillld396	Skillan396	StrSkill3	5													cold wave maker			1					11					10																																								40	Sksyn	Skillname396	2		63	Skillname252	Colddplev	par8		63	Skillname395	Colddplev	par8																						0
unicharmchk	0	0	0	0	0	0	unicharm	unicharm	unicharm	unicharm																																																																																																							0
damage bonus 1	0	0	0	0	0	0	damage bonus 1	damage bonus 1	damage bonus 1	damage bonus 1																																																																																																							0
damage bonus 2	0	0	0	0	0	0	damage bonus 2	damage bonus 2	damage bonus 2	damage bonus 2																																																																																																							0
damage bonus 3	0	0	0	0	0	0	damage bonus 3	damage bonus 3	damage bonus 3	damage bonus 3																																																																																																							0
general passive	0	0	0	0	0	0	Skillname446	Skillname446	Skillname446	Skillname446																																																																																																							0
2h melee passive	0	0	0	0	0	0	Skillname445	Skillname445	Skillname445	Skillname445																																																																																																							0
swearbear	0	0	0	2	0	70	Skillname452	Skillsd452	Skillsd452	Skillname452	StrSkill3																	1					12	StrSkill20		len		4	StrSkill276		ast4		2	StrSkill21	StrSkill23	ast2		2	StrSkill4	StrSkill23	ast1		2	StrSkill42	StrSkill23	ast5		2	StrSkill106	StrSkill23	ast3		2	StrSkill10	StrSkill23	ast6		5	StrSkill287		skill('Wearbear'.lvl)																																										0
kcounter	0	0	0	0	0	0	kcounter	kcounter	kcounter	kcounter																																																																																																							0
general passive bar	0	0	0	0	0	0	Skillname451	Skillname451	Skillname451	Skillname451																																																																																																							0
damage bonus 4	0	0	0	0	0	0	damage bonus 4	damage bonus 4	damage bonus 4	damage bonus 4																																																																																																							0
SplashDamage	0	0	0	0	0	2	Skillname453	Skillname453	Skillname453	Skillname453		1												2																																																																																									0
BlessedBones	2	5	3	2	0	70	Skillname500	Skillsd500	Skillld500	Skillan500	StrSkill3	12																1					48																																													40	Sksyn	Skillname500	2		63	skillname78	Magdplev	par8		63	skillname84	Magdplev	par8		63	skillname88	Magdplev	par8		63	skillname93	Magdplev	par8		63	Skillname374	Magdplev	par8							0
slackness	1	0	0	2	0	82	Skillname501	Skillsd501	Skillld501	Skillan501	StrSkill3	5																1					10																																													40	Sksyn	Skillname501	2																																0
devastator	3	6	2	3	0	74	Skillname502	Skillsd502	Skillld502	Skillan502	StrSkill3	5																1					12	StrSkill62		len		10																																								40	Sksyn	Skillname502	2		63	skillname70	Damage	par8		63	skillname94	Damage	par8		51	strchreng				67	current	percent	stat('energy'.accr)/3												0
eshift	3	5	1	3	0	76	Skillname503	Skillsd503	Skillld503	Skillan503	StrSkill3	5																1					2	enemyarred	percents	ast1		51	Enemycritred				12	cooldowndesc		75																																																																			0
earthquake	0	0	0	1	0	26	Skillname504	Skillsd504	Skillld504	Skillan504	StrSkill3	5																1					66	Convphy2elemalt		max(40,100-lvl*3)		9					73	WeapDamsk		3	4	51	aftershockstr																													40	Sksyn	Skillname504	2																																0
coldembrace	2	0	0	1	0	72	Skillname505	Skillsd505	Skillld505	Skillan505	StrSkill3	5																1					10					2	coldresstr	percents	ast1		2	maxcoldresstr	percents	ast2		12	StrSkill13		edln		31	durationstr		5500+lvl*500																						40	Sksyn	skillname505	2																																0
necrotriangle	2	0	0	1	0	78	Skillname506	Skillsd506	Skillld506	Skillan506	StrSkill3	5																1					10					73	WeapDamsk		1	2	12	cooldowndesc		50																																40	Sksyn	Skillname506	2																																0
deathstars	2	1	2	2	0	14	Skillname507	Skillsd507	Skillld507	Skillan507	StrSkill3	5																1					14																																													40	Sksyn	Skillname507	2		63	skillname68	Poisdplev	par8		63	skillname83	Poisdplev	par8		63	Skillname373	Poisdplev	par8		63	skillname92	Poisdplev	par8												0
sharparray	1	0	0	1	0	74	Skillname508	Skillsd508	Skillld508	Skillan508	StrSkill3	5												1				1					73	WeapDamsk		1	4	10																																								40	Sksyn	Skillname508	2																																0
fireballs	1	0	0	1	0	22	Skillname509	Skillsd509	Skillld509	Skillan509	StrSkill3	5													fireballs			1																																																		40	Sksyn	Skillname509	2		63	skillname36	Firedplev	par8		63	skillname56	Firedplev	par8		63	skillname48	Firedplev	par8																	0
firebolts	1	0	0	1	0	0	Skillname510	Skillsd510	Skillld510	Skillan510	StrSkill3	5													firebolts			1																																																		40	Sksyn	Skillname510	2		63	skillname47	Firedplev	par8		63	skillname56	Firedplev	par8		63	skillname48	Firedplev	par8																	0
sacredstorm	1	0	0	1	0	70	Skillname511	Skillsd511	Skillld511	Skillan511	StrSkill3	5																1					10																																													40	Sksyn	Skillname511	2		63	skillname112	Magdplev	par8		63	skillname121	Magdplev	par8		63	skillname119	Magdplev	par8		63	skillname99	Healplev	par7		63	skillname121	Healplev	par7							0
toxicspike	3	0	0	2	0	76	Skillname512	Skillsd512	Skillld512	Skillan512	StrSkill3	22												1				1					14					73	WeapDamsk		1	2	12	cooldowndesc		25																																40	Sksyn	Skillname512	2		63	skillname78	Magdplev	par8		63	skillname84	Magdplev	par8		63	skillname88	Magdplev	par8		63	skillname93	Magdplev	par8		63	Skillname374	Magdplev	par8							0
galebearer	1	0	0	2	0	72	Skillname513	Skillsd513	Skillld513	Skillan513	StrSkill3	5																1					73	WeapDamsk		1	2	10																																								40	Sksyn	Skillname513	2																																0
icypest	1	0	0	1	0	74	Skillname514	Skillsd514	Skillld514	Skillan514	StrSkill3	23												2				1					2	StrSkill10	StrSkill23	toht		10																																								40	Sksyn	Skillname514	2																																0
shahell	1	0	0	0	0	76	Skillname515	Skillsd515	Skillld515	Skillan515	StrSkill3	5																1					73	WeapDamsk		1	2	10																																								40	Sksyn	Skillname515	2																																0
rudeoffense	2	5	2	2	0	78	Skillname516	Skillsd516	Skillld516	Skillan516	StrSkill3	5																1					10					12	cooldowndesc		(stat('item_pala_tele'.accr) < 1) ? (75-(skill('Rude Offense'.blvl))) : (75-(skill('Rude Offense'.blvl))-(stat('mana'.accr)/25600))																																					40	Sksyn	Skillname516	2		63	skillname112	Magdplev	par8		63	skillname117	Magdplev	par8																						0
shieldthrow	3	4	3	1	0	80	Skillname517	Skillsd517	Skillld517	Skillan517	StrSkill3	5																1					10					7	StrSkillA1		1+(blvl/10)+(lvl/20)		66	Convphy2elemalt		50																																40	Sksyn	Skillname517	2		63	skillname97	Magdplev	par8		63	skillname117	Magdplev	par8																						0
sculptor	1	0	0	1	0	82	Skillname518	Skillsd518	Skillld518	Skillan518	StrSkill3	5												1				1					2	StrSkill10	StrSkill23	toht		73	WeapDamsk		1	2	10																																			40	Sksyn	Skillname518	2																																0
fieldbattle	1	0	0	3	0	78	Skillname519	Skillsd519	Skillld519	Skillan519	StrSkill3	5												1				1					9					73	WeapDamsk		1	2																																				40	Sksyn	Skillname519	2																																0
behemothskin	2	0	0	3	0	80	Skillname520	Skillsd520	Skillld520	Skillan520	StrSkill3																	1					12	StrSkill20		len		3	StrSkill181	StrSkill23	dm12		3	physpiercestr	StrSkill23	dm34		4	basedefstr		edmx																											40	Sksyn	Skillname520	2																																0
tempfury	1	0	0	1	0	76	Skillname521	Skillsd521	Skillld521	Skillan521	StrSkill3	5																1					10					12	cooldowndesc		(75-((stat('mana'.accr)/25600)))																																					40	Sksyn	Skillname521	2																																0
bladefiss	3	0	0	3	0	74	Skillname522	Skillsd522	Skillld522	Skillan522	StrSkill3	5																1					7	percentwdmstr		50		5	totalknivecountstr		16+lvl*4																																					40	Sksyn	Skillname522	2																																0
athenapres	2	1	1	2	0	78	Skillname523	Skillsd523	Skillld523	Skillan523	StrSkill3																	3	AthenaResStr	StrSkill23	ast2		3	StrSkill18	StrSkill26	rng																						18	StrSkillAthenaPre																																																						0
innercorrupt	3	6	1	3	0	74	Skillname524	Skillsd524	Skillld524	Skillan524	StrSkill3																	1					12	StrSkill20		len		19	StrSkill18		rng		3	StrSkill191	StrSkill23	ast4		3	InnerCorrResStr	StrSkill23	ast1							18	StrSkillInnerCorr																																																						0
horrificform	2	1	2	2	0	82	Skillname525	Skillsd525	Skillld525	Skillan525	StrSkill3																	3	HorrificPierceStr	StrSkill23	pst1																											18	StrSkillHorrForm																																																						0
