Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
goatlord4	707	goatlord1	goatlord5	3	HellClanLord	goatlord1	epierce	goatman	FallenShaman	raises Hell Clan	GL	1							goatman4		1		2	6	1	1		5	6	2	23	53	85	goatman	goatman	12	15	14	13				70	80	85	85	90	90	100	90	80	24	26	30	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	40	13	-50	-40	-30			40						80				50	20	115	20	20	60	2				12	12	12	10	302	492	84	162	51	113	92							372	608	112	376	67	135	157							496	810	150	600	90	180	210																																																	A2C Sol	Act 2 Champ C	Act 2 Unique C		A2C Sol (N)	Act 2 (N) Champ C	Act 2 (N) Unique C		A2C Sol (H)	Act 2 (H) Champ C	Act 2 (H) Unique C								0
goatlord5	708	goatlord1		4	DeathClanLord	goatlord1	epierce	goatman	FallenShaman	raises Death Clan	GL	1							goatman5		1		2	6	1	3		6	7	1	14	45	76	goatman	goatman	12	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	40	13	-50	-40	-30		20	70					50	100				60	70	120	20	20	60	2				39	39	39	10	294	482	84	250	53	121	93							372	608	112	376	67	135	157							496	810	150	600	90	180	210																																																	A2A Sol	Act 2 Champ A	Act 2 Unique A		A2A Sol (N)	Act 2 (N) Champ A	Act 2 (N) Unique A		A2A Sol (H)	Act 2 (H) Champ A	Act 2 (H) Unique A								0
goatlord6	709	goatlord6		4	DeathClanLord	goatlord6	epierce	goatman	FallenShaman	raises Death Clan	GL	1							goatman10		1		2	6	1	3		7	11	1	35	63	86	goatman	goatman	12	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1									Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	40	13	-50	-40	-30		20	70					50	100				60	70	120	20	20	60	2				39	39	39	10	294	482	84	250	53	121	93							372	608	112	376	67	135	157							496	810	150	600	90	180	210																																																	A5C Sol	Act 5 Champ C	Act 5 Unique C		A5C Sol (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Sol (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
blackknight1	710	blackknight1	blackknight2	0	BlackKnight	blackknight1		demon	Goatman		!D	1													1	2		5	7	1	16	47	79	blackknight	blackknight	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1									1			1	1							1																										100	40	8	-50	-33	-20													55	20	20	20	100	46	2				16	16	16	10	218	316	100	280	70	140	95							326	474	150	320	105	210	142							436	630	200	560	140	280	190																																																	A2A Hrt	Act 2 Champ A	Act 2 Unique A		A2A Hrt (N)	Act 2 (N) Champ A	Act 2 (N) Unique A		A2A Hrt (H)	Act 2 (H) Champ A	Act 2 (H) Unique A								0
blackknight2	711	blackknight1	blackknight3	1	DoomGuard	blackknight2		demon	Goatman		!D	1													1	3		6	8	1	23	52	83	blackknight	blackknight	10	15	14	13				75	75	80	10	10	8	80	80	85																									1	1									1			1	1							1																										100	40	8	-50	-33	-20													55	20	20	120	20	46	2				19	19	19	10	218	316	100	280	70	140	95							326	474	150	320	105	210	142							436	630	200	560	140	280	190							A1	ltng					15	10	75		20	15	85																														A3A Hrt	Act 3 Champ A	Act 3 Unique A		A3A Hrt (N)	Act 3 (N) Champ A	Act 3 (N) Unique A		A3A Hrt (H)	Act 3 (H) Champ A	Act 3 (H) Unique A								0
blackknight3	712	blackknight1	blackknight4	2	SteelLord	blackknight3		demon	Goatman		!D	1													2	3		7	9	1	26	57	86	blackknight	blackknight	10	15	14	13				75	80	85	10	9	7	80	85	90																									1	1									1			1	1							1																										100	40	8	-50	-33	-20													55	20	100	20	20	46	2				21	21	21	10	218	316	100	280	70	140	95							326	474	150	320	105	210	142							436	630	200	560	140	280	190							A1	fire					20	30	50		25	40	70																														A3C Hrt	Act 3 Champ C	Act 3 Unique C		A3C Hrt (N)	Act 3 (N) Champ C	Act 3 (N) Unique C		A3C Hrt (H)	Act 3 (H) Champ C	Act 3 (H) Unique C								0
blackknight4	713	blackknight1	blackknight5	3	BloodKnight	blackknight4		demon	Goatman		!D	1													2	4		8	10	1	31	60	88	blackknight	blackknight	10	15	14	13				75	80	85	10	8	7	80	85	95																									1	1									1			1	1							1																										100	40	8	-50	-33	-20			40						70				55	20	110	20	20	46	2				25	25	25	10	218	316	100	280	70	140	95							326	474	150	320	105	210	142							436	630	200	560	140	280	190							A1	fire					25	30	50		30	40	70																														A4B Hrt	Act 4 Champ B	Act 4 Unique B		A4B Hrt (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		A4B Hrt (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
blackknight5	714	blackknight1		4	DeathKnight	blackknight5		demon	Goatman		!D	1													3	4		9	11	1	44	68	88	blackknight	blackknight	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1									1			1	1							1																										100	40	8	-50	-33	-20		30	30					50	60				55	110	110	20	20	46	2				29	29	29	10	218	316	100	280	70	140	95							326	474	150	320	105	210	142							436	630	200	560	140	280	190																																																	A5C Hrt	Act 5 Champ C	Act 5 Unique C		A5C Hrt (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Hrt (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
blackknight6	715	blackknight6		4	Warlord of Blood	blackknight6		demon	Goatman		!D	1													4	5		9	11	1	44	68	88	blackknight	blackknightboss	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1									1			1	1							1																										100	40	8	-50	-33	-20		30	30					50	60				55	110	110	50	46	50	2				29	29	29	10	800	800	100	1000	70	140	95							1000	1000	150	1250	105	210	142							1200	1200	200	1500	140	280	190																																																	Seal_Clone	Seal_Clone	Seal_Clone		Seal_Clone (N)	Seal_Clone (N)	Seal_Clone (N)		Seal_Clone (H)	Seal_Clone (H)	Seal_Clone (H)								0
rhino1	716	rhino1	rhino2	0	HornedDemon	rhino1	epierce	demon	ClawViper		RH	1													1	2		4	8	1	12	45	78	rhinodemon	rhinodemon	10	15	14	13				60	65	70	8	10	12	75	75	75	50	50	50	15	10	10	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						100	40	11	-50	-45	-35													45	20	46	20	100	20	2				12	12	12	10	202	328	84	156	51	88	92	63	101	92				336	496	187	250	90	120	202	90	157	202				450	660	250	400	120	160	270	120	210	270				A1	cold	100	50	87	100	100	60	70	100	100	60	70	100																													A1C Hrn	Act 1 Champ C	Act 1 Unique C		A1C Hrn (N)	Act 1 (N) Champ C	Act 1 (N) Unique C		A1C Hrn (H)	Act 1 (H) Champ C	Act 1 (H) Unique C								0
rhino2	717	rhino1	rhino3	1	MudRunner	rhino2	epierce	demon	ClawViper		RH	1													1	3		4	10	1	16	47	79	rhinodemon	rhinodemon	10	15	14	13				65	70	75	8	10	12	80	80	80	60	60	60	12	12	9	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						100	40	11	-50	-45	-35					20						40		45	20	46	20	120	20	2				16	16	16	10	198	322	84	156	61	101	94	61	101	94				336	496	187	250	90	120	202	90	157	202				450	660	250	400	120	160	270	120	210	270				A1	ltng	100	5	120		100	5	120		100	5	120																														A2A Hrn	Act 2 Champ A	Act 2 Unique A		A2A Hrn (N)	Act 2 (N) Champ A	Act 2 (N) Unique A		A2A Hrn (H)	Act 2 (H) Champ A	Act 2 (H) Unique A								0
rhino3	718	rhino1	rhino4	2	FrostCharger	rhino3	epierce	demon	ClawViper		RH	1													2	3		5	12	1	19	48	80	rhinodemon	rhinodemon	10	15	14	13				70	75	80	8	10	12	85	85	85	70	70	70	9	9	8	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						100	40	11	-50	-45	-35					40						70		45	20	46	20	100	20	2				18	18	18	10	198	324	84	156	51	92	92	59	101	92				336	496	187	250	90	120	202	90	157	202				450	660	250	400	120	160	270	120	210	270				A1	fire	100	50	91		100	60	70		100	60	70																														A2B Hrn	Act 2 Champ B	Act 2 Unique B		A2B Hrn (N)	Act 2 (N) Champ B	Act 2 (N) Unique B		A2B Hrn (H)	Act 2 (H) Champ B	Act 2 (H) Unique B								0
rhino4	719	rhino1	rhino5	3	ObsidianLord	rhino4	epierce	demon	ClawViper		RH	1													2	4		5	12	1	23	53	85	rhinodemon	rhinodemon	10	15	14	13				75	80	85	8	10	12	88	88	88	75	75	75	7	7	7	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						100	40	11	-50	-45	-35					60	60					80	60	45	20	46	20	110	60	2				22	22	22	10	198	322	85	156	58	101	94	65	108	94				336	496	187	250	90	120	202	90	157	202				450	660	250	400	120	160	270	120	210	270				A1	pois	100	15	15	200	100	25	25	200	100	33	33	200																													A3A Hrn	Act 3 Champ A	Act 3 Unique A		A3A Hrn (N)	Act 3 (N) Champ A	Act 3 (N) Unique A		A3A Hrn (H)	Act 3 (H) Champ A	Act 3 (H) Unique A								0
rhino5	720	rhino1		4	HellCharger	rhino5	epierce	demon	ClawViper		RH	1													3	4		6	14	1	25	56	88	rhinodemon	rhinodemon	10	15	14	13				80	85	90	8	10	12	90	90	90	80	80	80	5	5	5	1	1	1																1	1									1			1	1							1		SerpentCharge	seq_serpentcharge	1																						100	40	11	-50	-45	-35		40			80	20		70			80	60	45	105	46	20	120	60	2				24	24	24	10	196	322	85	156	51	94	92	57	101	92				336	496	187	250	90	120	202	90	157	202				450	660	250	400	120	160	270	120	210	270				A1	fire	100	50	93		100	60	80		100	60	100																														A3B Hrn	Act 3 Champ B	Act 3 Unique B		A3B Hrn (N)	Act 3 (N) Champ B	Act 3 (N) Unique B		A3B Hrn (H)	Act 3 (H) Champ B	Act 3 (H) Unique B								0
overlord1	721	overlord1	overlord2	0	OverLord	overlord1	blunderbore	demon	PinHead		OV	1													1	2		3	3	1	19	49	81	overlord	overlord	10	15	14	13				75	80	85	15	12	10	60	70	70	12	12	12	40	50	55																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	55	20	-50	-40	-30													60	20	115	70	60	20	4				24	24	24	10	240	300	84	228	76	134	125	117	151	92				406	496	120	324	135	210	165	180	232	150				540	660	160	520	180	280	220	240	310	200																																														A2B Spe	Act 2 Champ B	Act 2 Unique B		A2B Spe (N)	Act 2 (N) Champ B	Act 2 (N) Unique B		A2B Spe (H)	Act 2 (H) Champ B	Act 2 (H) Unique B								0
overlord2	722	overlord1	overlord3	1	MudMan	overlord2	blunderbore	demon	PinHead		OV	1													1	3		4	4	1	21	51	83	overlord	overlord	10	15	14	13				80	85	90	12	9	7	80	80	80	9	9	9	50	60	65																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	55	20	-50	-40	-30													60	20	60	70	115	20	4				27	27	27	10	240	300	85	228	77	139	125	124	154	93				406	496	120	324	135	210	165	180	232	150				540	660	160	520	180	280	220	240	310	200																																														A2C Spe	Act 2 Champ C	Act 2 Unique C		A2C Spe (N)	Act 2 (N) Champ C	Act 2 (N) Unique C		A2C Spe (H)	Act 2 (H) Champ C	Act 2 (H) Unique C								0
overlord3	723	overlord1	overlord4	2	ToadDemon	overlord3	blunderbore	demon	PinHead		OV	1													2	3		6	6	1	26	57	86	overlord	overlord	10	15	14	13				85	90	95	9	7	7	90	90	90	7	7	7	60	65	65																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	55	20	-50	-40	-30													60	20	60	110	60	20	4				33	33	33	10	240	300	85	236	76	138	126	119	151	93				406	496	120	324	135	210	165	180	232	150				540	660	160	520	180	280	220	240	310	200																																														A2C Spe	Act 2 Champ C	Act 2 Unique C		A2C Spe (N)	Act 2 (N) Champ C	Act 2 (N) Unique C		A2C Spe (H)	Act 2 (H) Champ C	Act 2 (H) Unique C								0
overlord4	724	overlord1	overlord5	3	FlayedOne	overlord4	blunderbore	demon	PinHead		OV	1													2	4		8	8	1	33	59	88	overlord	overlord	10	15	14	13				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	55	20	-50	-40	-30			25	25	50	25			50	50	50	50	60	20	100	100	80	20	4				42	42	42	10	240	300	84	284	76	136	125	121	151	93				406	496	120	324	135	210	165	180	232	150				540	660	160	520	180	280	220	240	310	200																																														A4B Spe	Act 4 Champ B	Act 4 Unique B		A4B Spe (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		A4B Spe (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
overlord5	725	overlord1		4	Cannibal	overlord5	blunderbore	demon	PinHead		OV	1													2	4		8	8	1	44	67	88	overlord	overlord	10	15	14	13				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1									Smite	seq_pinheadsmite	1																						100	55	20	-50	-40	-30			25	25	50	25			50	50	50	50	60	20	80	100	100	20	4				42	42	42	10	240	300	84	284	76	136	125	121	151	93				406	496	120	324	135	210	165	180	232	150				540	660	160	520	180	280	220	240	310	200																																														A5C Spe	Act 5 Champ C	Act 5 Unique C		A5C Spe (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C Spe (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
belhifet1	726	belhifet1		0	Belhifet	belhifet1		demon	Goatman		!E	1													1	2		6	6	1	37	68	99	belhifet	belhifet	10	15	12	9				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1																																	100	45	16	-50	-40	-30	10	20	50	20	50	20	20	40	80	40	80	40	55	70	100	80	100	60	2			1	30	33	36	10	1050	1050	107	878	150	180	120							1576	1576	150	1416	210	255	165							2100	2100	200	2462	280	340	220																																																	A5A Rune	Act 5 Champ A	Act 5 Unique A		A5A Rune (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Rune (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
beholder	727	beholder		0	Beholder	beholder	epierce		OblivionKnight	Mage	!B	1	1												1	2		7	7	1	31	60	88	beholder	beholder	10	12	9	6				6	7	8	25	26	27	500	500	500	50	50	50	50	55	60	15	15	15																1										1			1										Poison Nova	SC	2				MonBattleOrders	SC	1	Paralyze	SC	7				DeathSpell	SC	2							100	40	8	-50	-33	-20		60	60	60	60	60		60	60	60	80	60	40	80	68	80	135	80	2				29	29	29	10	240	300	107	262	69	153	92							406	496	172	524	90	202	240							540	660	230	840	120	270	320																																																	A4B Eyz	Act 4 Champ B	Act 4 Unique B		A4B Eyz (N)	Act 4 (N) Champ B	Act 4 (N) Unique B		A4B Eyz (H)	Act 4 (H) Champ B	Act 4 (H) Unique B								0
leoric	728	leoric	leoricsknight	0	Leoric	leoric	epierce	demon	GreaterMummy		LE	1							leoricsknight				8	8	1	1		6	8	1	47	71	94	leoric	leoric	14	15	14	13				33	33	33	50	40	30	50	50	50	30	20	10	24	27	31											mummy4								1							1			1			1	1									Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	1	UnHolyBolt	seq_mummyres	1																100	40	11	-50	-40	-30	25	60	60	60	60	60	50	75	75	75	75	75	55	80	68	120	60	140	2				50	50	50	10	800	800	108	1000	75	150	150	85	170	150				1000	1000	195	1250	150	225	270	187	262	270				1200	1200	260	1500	300	400	400	350	450	400				A1	pois	25	181	272	1000	25	180	270	1000	25	180	270	1000																													Seal_Clone	Seal_Clone	Seal_Clone		Seal_Clone (N)	Seal_Clone (N)	Seal_Clone (N)		Seal_Clone (H)	Seal_Clone (H)	Seal_Clone (H)								0
hellspawn1	729	hellspawn1		0	Hell Rocker	hellspawn1	epierce	succubus	FetishBlowgun		!9	1	1												4	5		8	12	1	43	66	88	d1succubus	d1succubus	10	15	14	13				20	30	40	75	85	95																			d1succubusmiss									1								1		1			1	1									SkeletonRaise	seq_fethisraise	1																						100	55	20	-50	-40	-30	25	60	60	60	60	60	50	75	75	75	75	75	55	95	110	100	135	80	2				50	50	50	10	532	532	107	666	15	33	127							666	666	172	834	30	49	165							800	800	230	1000	40	66	220							A1	fire					50	50	70		75	75	100																														Seal_Clone	Seal_Clone	Seal_Clone		Seal_Clone (N)	Seal_Clone (N)	Seal_Clone (N)		Seal_Clone (H)	Seal_Clone (H)	Seal_Clone (H)								0
hellspawn2	730	hellspawn2		0	Hell Singer	hellspawn1	epierce	succubus	FetishBlowgun		!9	1	1												4	5		8	12	1	43	66	88	d1succubus	d1succubus	10	15	14	13				20	30	40	75	85	95																			d1succubusmiss									1								1		1			1	1									SkeletonRaise	seq_fethisraise	1																						100	55	20	-50	-40	-30	25	60	60	60	60	60	50	75	75	75	75	75	55	95	80	100	135	80	2				50	50	50	10	258	258	107	318	15	33	127							270	338	172	530	30	49	165							360	450	230	840	40	66	220							A1	fire					50	50	70		75	75	100																														A5C None	Act 5 Champ C	Act 5 Unique C		A5C None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5C None (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
cyclops1	731	cyclops1		0	Cyclops	cyclops1		human	Smith	Giant	!Q	1													1	1		5	5	1	37	68	99	cyclops	cyclops	12	15	12	9																																					1	1									1			1	1																																	100	45	16	-50	-40	-30	10	20	20	20	50	50	20	40	40	40	80	80	55	70	68	80	100	100	6			1	30	33	36	10	1008	1008	107	878	150	180	120							1512	1512	150	1416	210	255	165							2016	2016	200	2462	280	340	220																																																	A5A Rune	Act 5 Champ A	Act 5 Unique A		A5A Rune (N)	Act 5 (N) Champ A	Act 5 (N) Unique A		A5A Rune (H)	Act 5 (H) Champ A	Act 5 (H) Unique A								0
treant	732	treant		0	Treant	treant	cbkb		Scarab		!T	1							treant		1	1	2	3	2	3		8	11	1	44	68	88	treant	treant	10	15	14	13				90	94	96	70	70	70	60	40	20	33	33	33																						1	1									1			1	1							1		Static Field	A1	5																						100	45	8	-50	-40	-20	25	20	30	30	30	20	35	30	45	45	45	30	70	80	90	105	90	60	2			1	30	33	36	10	1100	1100	214	1316	280	340	220							1636	1636	300	1750	315	382	247							2220	2220	400	3400	420	510	330																																																	A5W Qll	Act 5 Champ C	Act 5 Unique C		A5W Qll (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5W Qll (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
wavesmage	733	wavesmage		0	WavesMage	wavesmage			Smith		SK	1	1												1	1		7	10	1	16	63	85	sk_mage	sk_mage	10	15	13	12																																					1										1			1																																																																																																																																																																					0
lich	734	lich		0	OblivionKnight	lich	epierce	doomknight	OblivionKnight	Mage	LC	1	1												1	2		6	7	1	31	60	88	doomknight	doomknight	10	15	14	13				6	7	8	25	26	27	500	350	200	50	50	50	80	85	90	30	30	30	30	30	30	9	10	11																				1			1										DoomKnightMissile	S1	1	MonBoneArmor	S1	6	MonBoneSpirit	S1	2	Decrepify	S2	3	Bestow	seq_undeadbestow	2	MonCurseCast	S2	3							100	45	10	-50	-33	-20			60	60	60	60			60	60	80	60	40	50	68	80	135	80	2				29	29	29	10	260	342	107	262	69	153	92							360	450	172	530	90	202	240							480	600	230	840	120	270	320																																																																			0
succubuswitchsor	735	succubuswitchsor		2	StygianFury	succubuswitchsor	epierce	succubus	SuccubusWitch		0C	1	1												3	4		7	11	1	36	64	86	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	40	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1			Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	2	Blood Mana	S2	2	SuccubusBolt	S2	1										100	50	20	-50	-40	-30													100	20	40	90	60	40	2				50	50	50	10	190	304	107	266	46	87	139							180	270	172	360	75	135	180							240	360	230	580	100	180	240							A2	mag	100	40	75		100	40	75		100	40	75																																																0
councilmembersor	736	councilmembersor		1	Council Member	councilmembersor	baalhighpriest	councilmember	HighPriest		HP	1													1	1		7	11	1	26	58	91	councilmember	councilmember	11	15	13	12				60	60	60	30	30	15	125	100	75	35	40	40	75	75	75	11	11	11	13	13	13	30	30	30			highpriestlightning							1								1		1			1	1									Hydra	S1	3	ZakarumHeal	S1	3																			100	50	20	-50	-33	-20													55	20	46	110	46	46	0				25	25	25	10	382	762	85	298	51	119	93							600	1050	165	376	75	180	210							800	1400	220	600	100	240	280																																																																			0
hephastodru	737	hephastodru		0	The Feature Creep	hephastodru		demon	Smith		5P	1							overlord4	overlord5					1	1		7	11	0	26	62	91	smithdemon	smithdemon	12	15	13	12																																						1							1		1			1																																		100	50	20	-50	-40	-30						-50						-50	50		75	25	20	20	0				30	30	30	10	1520	1520	107	678	151	226	112							2280	2280	150	830	210	255	165							3040	3040	200	1356	280	340	220							A1	fire					25	30	60		50	40	80																																																0
cowdecoy	738	cowdecoy		0	Cowdecoy	dopplezon			Idle		EC	1													1	1		9	9	0						14	15	15	15																																				1		1												1				1																																	-50	-50	-40	0	200	200	200	200	200	0	200	200	200	200	200	0	200	200	200	145	145	0		1		0	0	0	5	8	8	0											8	8	0											8	8	0																																																																							0
hydra4	739	hydra1	hydra7	0	Hydra	hydra1			Hydra		HX	1													1	1		0	0	0				hydra	hydra		15	15	15																																				1														1	1			1						HydraMissile	A1	1																																														2																																																																																																											0
hydra5	740	hydra2	hydra8	0	Hydra	hydra2			Hydra		HX	1													1	1		0	0	0				hydra	hydra		15	15	15																																				1														1	1			1						HydraMissile	A1	1																																														2																																																																																																											0
hydra6	741	hydra3	hydra9	0	Hydra	hydra3			Hydra		HX	1													1	1		0	0	0				hydra	hydra		15	15	15																																				1														1	1			1						HydraMissile	A1	1																																														2																																																																																																											0
sdruidbear	742	sdruidbear		0	Druid Bear	druidbear			DruidBear		B7	1													1	1		8	12	0				bear	bear	11	15	15	15				15	15	15	40	40	40	50	50	50	0	0	0	0	0	0																		1	1					1								1	1			1						BearSmite	seq_bearsmite	1																						100	55	20	-50	-50	-50																			5	Summon Grizzly	1					5	550	750	245				300							550	750	245				300							550	750	245				300																																																																			0
andariel_throne	743	andariel		0	Andariel	andariel		throne	Andariel		AN	1							bighead10				8	8	1	1		8	8	1	44	68	88	andariel	andariel	14	15	11	9				30	35	35	10	8	6	30	32	34	50	55	60																														1		1	1	1	1										AndrialSpray	seq_andarielspray	1	AndyPoisonBolt	A1	1																			100	35	8	-25	-15	0			-50	50	50	80			-50	50	50	50	65	20	-20	90	70	70	0			1	0	20	40	10	3844	3844	184	1832	76	238	153							5100	5100	165	3130	270	330	300							3580	3580	220	5968	360	440	940							A1	pois	100	33	33	30	100	60	33	33	100	33	33	225																													Andariel	Andariel	Andariel		Andariel (N)	Andariel (N)	Andariel (N)		Andariel (H)	Andariel (H)	Andariel (H)								0
duriel_throne	744	duriel		0	Duriel	duriel		throne	Duriel		DU	1							hellspawn2				8	8	1	1		10	15	1	44	68	88	duriel	duriel	14	15	15	15				5	5	6	33	33	33	50	50	50	33	33	33	20	20	20																				1							1			1	1	1										SerpentCharge	seq_durielcharge	5	Jab	seq_durieljab	15	Smite	seq_durielsmite	7	Holy Freeze	NU	1													100	55	20	-20	-20	-15			20	20	50	20			50	50	75	50	55	60	80	100	95	80	0			1	0	20	40	10	5352	5352	185	2206	140	180	201	140	160	252	1	2	200	5100	5100	180	3130	210	285	165	172	247	225	40	50	135	3114	3114	240	4412	280	380	220	230	330	300	40	50	135	A2	stun	100			15	100			20	100			30																													Duriel	Duriel	Duriel		Duriel (N)	Duriel (N)	Duriel (N)		Duriel (H)	Duriel (H)	Duriel (H)								0
mephistotamer	745	mephistotamer		0	Belhifet	belhifet1		throne	Goatman		!E	1							mephisto				1	1	1	1		6	6	1	44	68	88	belhifet	belhifet	10	15	12	9				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1																																	100	45	16	-50	-40	-30	10	20	50	20	50	20	20	40	80	40	80	40	55	70	100	80	100	60	2			1	30	33	36	10	1250	1250	107	1300	140	170	110							1576	1576	150	2100	210	255	165							2100	2100	200	4956	280	340	220																																																	A5W None	Act 5 Champ C	Act 5 Unique C		A5W None (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		A5W None (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
