name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Falchion	swor		p29	flc	flc	0		4	0	9	17								2	20	100		33		60		11	0	683	12757		320	scm	p29	q28	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc	invflcu	invflcu	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9fc	0fc	1	0
Crystal Sword	swor		p30	crs	crs	0		2	0	5	15								2		100		43		60		12	0	2127	20699		320	ssd	p30	q29	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	9cr	0cr	1	0
Broad Sword	swor		p31	bsd	bsd	0		4	0	7	14								2		100		48		60		17	0	1029	17718		320	ssd	p31	q30	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd	invbsdu	invbsdu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9bs	0bs	1	0
Long Sword	swor		p32	lsd	lsd	0		4	0	4	19								2	-10	100		55	39	60		23	0	1520	26450		320	ssd	p32	q31	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9ls	0ls	1	0
War Sword	swor		p33	flc	wsd	0		4	0	8	20								2		100		71	45	60		27	0	1997	39960		320	ssd	p33	q32	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9wd	0wd	1	0
Two-Handed Sword	swor	2hsw	p34	clm	2hs	0		4	0	2	9	1	1	8	17				3		100		35	27	60		10	0	644	11970		320	clm	p34	q33	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	92h	02h	1	0
Claymore	swor	2hsw	p35	clm	clm	0		4	0	5	12	1	1	13	30				3	10	100		47		65		17	0	1262	21227		320	clm	p35	q34	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9cm	0cm	1	0
Giant Sword	swor	2hsw	p36	gsd	gis	0		4	0	3	16	1	1	9	28				3		100		56	34	65		22	0	1459	26820		320	clm	p36	q35	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9gs	0gs	1	0
Bastard Sword	swor	2hsw	p37	clm	bsw	0		4	0	7	19	1	1	20	28				3	10	100		62		60		25	0	1971	35902		320	clm	p37	q36	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9b9	0b0	1	0
Flamberge	swor	2hsw	p38	clm	flb	0		4	0	9	15	1	1	13	26				3	-10	100		70	49	65		29	0	2400	45400		320	clm	p38	q37	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9fb	0fb	1	0
Great Sword	swor	2hsw	p39	gsd	gsd	0		4	0	12	20	1	1	25	42				3	10	100		100	60	65		33	0	3451	71442		320	clm	p39	q38	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9gd	0gd	1	0
Dagger	knif		p40	dgr	dgr	0		2	0	1	9								1	-20	100	50			60		3	0	945	10394		320	dgr	p40	q39	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	9dg	0dg	1	0
Dirk	knif		p41	dir	dir	0		2	0	3	9								1	0	100	50		25	60		9	0	798	12394		320	dgr	p41	q40	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	9di	0di	1	0
Kriss	knif		p42	dir	kri	0		2	0	2	11								1	-30	100	50		45	60		17	0	1227	20930		320	dgr	p42	q41	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	9kr	0kr	1	0
Blade	knif		p43	dgr	bld	0		3	0	4	15								1	-10	100	50	35	51	60		23	0	1764	32286		320	dgr	p43	q42	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	9bl	0bl	1	0
Spear	spea	2hsw	p44	spr	spr	0		4	0				1	3	15			15	4	-10	100			20	60		4	0	300	6500		320	spr	p44	q43	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9sr	0sr	1	0
Trident	spea	2hsw	p45	tri	tri	0		4	0				1	9	15			15	4		100		38	24	60		9	0	683	11574		320	spr	p45	q44	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9tr	0tr	1	0
Brandistock	spea	2hsw	p46	brn	brn	0		4	0				1	7	17			15	5	-20	100		40	50	60		16	0	1162	19546		320	spr	p46	q45	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9br	0br	1	0
Spetum	spea	2hsw	p47	brn	spt	0		4	0				1	15	23			15	5		100		54	35	60		21	0	1672	27970		320	spr	p47	q46	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	9st	0st	1	0
Pike	spea	2hsw	p48	pik	pik	0		4	0				1	14	63			15	5	20	100		60	45	60		30	0	2023	36526		320	spr	p48	q47	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9p9	0p0	1	0
Bardiche	pole	2hsw	p49	hal	bar	0		4	0				1	1	27				3	10	100		40		65		5	0	302	6510		320	hal	p49	q48	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9b7	0b7	1	0
Voulge	pole	2hsw	p50	hal	vou	0		4	0				1	6	21				4		100		50		65		11	0	611	12361		320	hal	p50	q49	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9vo	0vo	1	0
Scythe	pole	2hsw	p51	scy	scy	0		4	0				1	8	20				3	-10	100		41	41	80		15	0	848	16360		320	hal	p51	q50	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9s8	0s8	1	0
Poleaxe	pole	2hsw	p52	hal	pax	0		4	0				1	18	39				4	10	100		62		80		21	0	1701	29361		320	hal	p52	q51	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9pa	0pa	1	0
Halberd	pole	2hsw	p53	pax	hal	0		4	0				1	12	45				5		100		75	47	70		28	0	2706	52737		320	hal	p53	q52	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	9h9	0h0	1	0
War Scythe	pole	2hsw	p54	scy	wsc	0		3	0				1	15	36				5	-10	100		80	80	70		32	0	3388	72346		320	hal	p54	q53	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	9wc	0wc	1	0
Short Staff	staf	2hsw	p55	bst	sst	0		2	0				1	1	9				2	-10	100				60		1	0	168	3168	1	320	bst	p55	q54	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	2	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8ss	1ss	1	0
Long Staff	staf	2hsw	p56	sst	lst	0		2	0				1	2	10				3		100				60		8	0	463	10102	1	320	bst	p56	q55	6ls	stf	stf	5	staf	1	4					flplst	invlst			1	3	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8ls	1ls	1	0
Gnarled Staff	staf	2hsw	p57	cst	cst	0		2	0				1	4	12				3	10	100				60		12	0	766	13846	1	320	bst	p57	q56	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8cs	1cs	1	0
Battle Staff	staf	2hsw	p58	sst	bst	0		2	0				1	6	13				3	-10	100				60		17	0	1223	20896	1	320	bst	p58	q57	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8bs	1bs	1	0
War Staff	staf	2hsw	p59	lst	wst	0		2	0				1	12	28				4		100				65		24	0	1985	36070	1	320	bst	p59	q58	6ws	stf	stf	5	staf	2	4					flpwst	invwst		inv8wsu	1	6	1	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8ws	1ws	1	0
Short Bow	bow		p60	sbw	sbw	0		2	0				1	1	9			13		5		75		15		1	2	0	100	3100		320	sbw	p60	q59	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	3	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8sb	1sb	1	0
Hunter's Bow	bow		p61	sbw	hbw	0		2	0				1	1	9			13		-10		75		28		1	5	0	350	6750		320	sbw	p61	q60	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8hb	1hb	1	0
Long Bow	bow		p62	lbw	lbw	0		2	0				1	3	10			13				75	22	19		1	8	0	490	10210		320	sbw	p62	q61	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8lb	1lb	1	0
Composite Bow	bow		p63	lbw	cbw	0		2	0				1	3	9			13		-10		75	25	35		1	12	0	727	13612		320	sbw	p63	q62	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8cb	1cb	1	0
Short Battle Bow	bow		p64	sbb	sbb	0		2	0				1	5	11			13				75	30	40		1	18	0	1045	20155		320	sbw	p64	q63	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8s8	1s8	1	0
Long Battle Bow	bow		p65	lbb	lbb	0		2	0				1	3	18			13		10		75	40	50		1	23	0	1545	29768		320	sbw	p65	q64	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8l8	1l8	1	0
Short War Bow	bow		p66	sbb	swb	0		2	0				1	6	14			13				75	35	55		1	27	0	2500	46750		320	sbw	p66	q65	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8sw	1sw	1	0
Long War Bow	bow		p67	lbb	lwb	0		2	0				1	3	23			13		10		75	50	65		1	29	0	3575	69413		320	sbw	p67	q66	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8lw	1lw	1	0
Light Crossbow	xbow		p68	lxb	lxb	0		2	0				1	6	9					-20		75	21	27		1	6	0	803	10159		320	lxb	p68	q67	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	3	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8lx	1lx	1	0
Crossbow	xbow		p69	lxb	mxb	0		2	0				1	9	16					-10		75	40	33		1	15	0	2345	27588		320	lxb	p69	q68	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8mx	1mx	1	0
Heavy Crossbow	xbow		p70	hxb	hxb	0		2	0				1	14	26					0		75	60	40		1	24	0	4096	61402		320	lxb	p70	q69	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8hx	1hx	1	0
Repeating Crossbow	xbow		p71	hxb	rxb	0		2	0				1	7	14					-40		75	40	50		1	28	0	2739	59694		320	lxb	p71	q70	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	8rx	1rx	1	0
Hatchet	axe		q00	hax	9ha	0		3	0	12	23								2		100		25	25	60		30	21	810	26555		320	hax	p01	q00	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Cleaver	axe		q01	axe	9ax	0		4	0	12	35								2	5	100		68		60		33	22	1509	40403		320	axe	p02	q01	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Twin Axe	axe		q02	axe	92a	0		4	0	15	40								2	10	100		85		60		38	25	2919	72921		320	axe	p03	q02	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Crowbill	axe		q03	axe	9mp	0		4	0	18	38								2	-10	100		94	70	60		44	25	4563	115105		320	axe	p04	q03	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	1	0
Naga	axe		q04	hax	9wa	0		4	0	18	47								3		100		121		60		52	25	6669	178306		320	hax	p05	q04	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Military Axe	axe	2hsw	q05	btx	9la	0		4	0				1	18	38				3	-15	110		73		60		33	22	1362	37904		320	lax	p06	q05	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Bearded Axe	axe	2hsw	q06	btx	9ba	0		4	0				1	25	53				3		110		92		60		38	25	2718	67392		320	lax	p07	q06	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Tabar	axe	2hsw	q07	lax	9bt	0		4	0				1	28	81				3	10	110		101		60		42	25	4086	102556		320	btx	p08	q07	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	inv9btu	inv9btu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Gothic Axe	axe	2hsw	q08	lax	9ga	0		4	0				1	22	74				4	-10	110		115	79	65		50	25	6048	156854		320	btx	p09	q08	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Ancient Axe	axe	2hsw	q09	gix	9gi	0		4	0				1	47	89				4	10	110		125		65		54	25	7530	211015		320	gix	p10	q09	7gi	stf	stf	5	2hsl	2	3					flpgix	inv9gi	inv9giu	inv9giu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
Burnt Wand	wand		q10	wnd	9wn	0		1	0	10	20										100		25		60		30	21	915	28183	1	320	wnd	p11	q10	7wn	1hs	1hs	5	1hss	1	3					flpwnd	inv9wn		inv9wnu	1	3	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Petrified Wand	wand		q11	ywn	9yw	0		1	0	10	26									10	100		25		60		38	25	2535	63915	1	320	ywn	p12	q11	7yw	1hs	1hs	5	1hss	1	3					flpywn	inv9yw			1	3	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Tomb Wand	wand		q12	bwn	9bw	0		1	0	12	24									-20	100		25		60		43	25	4188	107042	1	320	bwn	p13	q12	7bw	1hs	1hs	5	1hss	1	3					flpbwn	inv9bw	inv9bwu	inv9bwu	1	3	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Grave Wand	wand		q13	bwn	9gw	0		1	0	15	31									-10	100		25		60		51	25	6594	180053	1	320	bwn	p14	q13	7gw	1hs	1hs	5	1hss	1	3					flpgwn	inv9gw	inv9gwu	inv9gwu	1	3	1	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	7					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Cudgel	club		q14	clb	9cl	0		1	0	8	23								2	-10	100		25		60		28	21	396	19690		320	clb	p15	q14	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	2	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Rune Scepter	scep		q15	mac	9sc	0		2	0	15	26								2		100		58		65		31	21	1350	34925		320	mac	p16	q15	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	2	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Holy Water Sprinkler	scep		q16	mac	9qs	0		4	0	16	38								2	10	100		76		75		40	25	3627	88790		320	mac	p17	q16	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Divine Scepter	scep		q17	whm	9ws	0		4	0	18	40								2	-10	100		103		85		46	25	7269	181053		320	whm	p18	q17	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	6	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	1	0	xxx	xxx	1	0
Barbed Club	club		q18	clb	9sp	0		3	0	15	27								2	-5	100		30		60		31	22	975	29850		320	clb	p19	q18	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Flanged Mace	mace		q19	mac	9ma	0		4	0	17	25								2		100		61		75		34	23	1689	44558		320	mac	p20	q19	7ma	1hs	1hs	5	1hsl	1	3					flpmac	inv9ma			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	0	xxx	xxx	1	0
