Name	Rune Name	complete	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Runeword682	Mibu's Wolf	1		swor									Sa I To	r15	r01	r26				dmg%		210	250	att-demon		200	200	dmg-demon		200	200	swing2		30	30	noheal		1	1	oskill	Summon Spirit Wolf	12	12	oskill	Summon Fenris	9	9	0
Runeword683	Impetuous	1		tors									Mi Sa To	r10	r15	r26				ac%		150	150	allskills		2	2	vit		15	15	dex		15	15	move3		30	30	balance2		20	20	res-all		20	20	0
Runeword684	Armageddon	1		mace	hamm	club							Ke I To Yu Ri	r17	r01	r26	r16	r09		dmg%		220	270	allskills		2	2	oskill	Meteor	14	18	dmg-fire		100	200	att-skill	Fire Ball	8	14	swing1		30	30	dmg-fire/lvl	64			0
Runeword685	Chaos	1		weap									Ko N To N	r19	r05	r26	r05			dmg%		170	220	allskills		2	2	swing1		25	25	dmg-fire/lvl	24			dmg-cold/lvl	16			dmg-pois/lvl	20			dmg-ltng/lvl	32			0
Runeword686	Maiden	1		tors	helm								O To Me	r21	r26	r23				ac%		150	150	ama		2	2	sor		2	2	all-stats		15	15	res-all		40	40	res-pois		-40	-40	regen-mana		25	50	0
Runeword687	Myth	1		xbow									Shi N Wa	r03	r05	r27				dmg%		150	200	ama		3	3	dmg-ac		-10	-10	explosivearrow		6	6	swing3		40	40	dmg-fire		35	70	dmg/lvl	6			0
Runeword688	Deception	1		tors									Sa Wa	r15	r27					crush		20	25	allskills		1	1	hp		30	30	dex		15	15	dmg%		80	80	swing2		30	30	ac%		80	120	0
Runeword689	Deception	1		glov									Sa Wa	r15	r27					crush		15	15	allskills		1	1	hp		20	20	dex		10	10	dmg%		-10	-10	swing2		20	20	ac%		60	90	0
Runeword690	Youth	1		tors									Wa Ka Sa	r27	r04	r15				hp/lvl	32			allskills		1	1	balance2		20	20	regen		20	20	ac%		200	200	res-fire/lvl	6			res-cold/lvl	6			0
Runeword691	Illustrious	1		tors									A Yu Ka Wa	r12	r16	r04	r27			allskills		2	2	dex		25	25	str		25	25	hp/lvl	8			oskill	Mind Blast	3	6	deadly		40	40	ac%/lvl	13			0
Runeword692	Temptation	1		shld									Yu U Wa Ku	r16	r02	r27	r06			ac%		150	200	red-dmg%		30	30	regen		-5	-5	res-pois		60	60	res-fire		30	30	block		18	18	gold%		50	50	0
Runeword693	Sincerity	1		weap									Ta Chi Ka Wa Mi Mi	r25	r14	r04	r27	r10	r10	dmg%		210	250	att%		50	50	deadly/lvl	6			lifesteal		9	9	dmg-demon		150	150	dmg-undead		150	150	rep-dur	25			0
Runeword694	Sincerity	1		weap									Ta Chi Qa Wa Mi Mi	r25	r14	r47	r27	r10	r10	dmg%		210	250	att%		50	50	deadly/lvl	6			lifesteal		9	9	dmg-demon		150	150	dmg-undead		150	150	rep-dur	25			0
Runeword695	Abolish	1		mace	hamm	club							Ha I Shi	r28	r01	r03				dmg%		140	180	allskills		2	2	swing2		20	20	crush		10	20	dmg-ac		-10	-10	dmg/lvl	8			kill-skill	Corpse Explosion	33	1	0
Runeword696	Destruction	1		mace	hamm	club							Ha Ka I	r28	r04	r01				dmg%		100	140	crush		10	10	deadly		40	40	ignore-ac		1	1	swing2		30	30	dmg/lvl	12							0
Runeword697	Destruction	1		mace	hamm	club							Ha Qa I	r28	r47	r01				dmg%		100	140	crush		10	10	deadly		40	40	ignore-ac		1	1	swing2		30	30	dmg/lvl	12							0
Runeword698	Echo	1		weap									Ha N Ki Yo U	r28	r05	r08	r07	r02		dmg%		170	220	allskills		2	2	deadly		75	75	swing3		40	40	att%		40	40	oskill	War Cry	6	6	att-skill	Shock Wave	12	5	0
Runeword699	Duress	1		spea	pole								Ki Yo U Ha Ku	r08	r07	r02	r28	r06		dmg%		200	240	allskills		3	3	slow		75	75	rep-dur	100			lifesteal		5	10	manasteal		5	10	swing2		20	20	0
Runeword700	Lord	1		swor	scep	spea	axe	bedg					Shi Ha I Shi Ya	r03	r28	r01	r03	r11		dmg%		200	240	allskills		1	1	pal		2	2	att		150	150	dmg-demon		150	150	dmg-undead		150	150	swing1		30	30	0
Runeword701	Judgment	1		scep	bedg								Ha N Ke Tsu	r28	r05	r17	r13			dmg%		130	170	dmg/lvl	8			dmg-ltng		50	200	dmg-ltng/lvl	40			allskills		2	2	hit-skill	Lower Resist	8	5	hit-skill	Amplify Damage	8	5	0
Runeword702	Pillar of Faith	1		shld									Ha Shi Ra	r28	r03	r20				skilltab	9	1	1	pal		2	2	skill	Holy Shield	3	3	block		15	15	res-all		20	30	res-mag		20	30	ac/lvl	16			0
Runeword703	Saiyajin	1		weap									Ka Me Ha Me Ha	r04	r23	r28	r23	r28		dmg%		170	220	swing3		60	60	all-stats		20	20	str		20	20	allskills		3	3	oskill	Teleport	1	1	att-skill	Fire Ball	12	15	0
Runeword704	Saiyajin	1		weap									Qa Me Ha Me Ha	r47	r23	r28	r23	r28		dmg%		170	220	swing3		60	60	all-stats		20	20	str		20	20	allskills		3	3	oskill	Teleport	1	1	att-skill	Fire Ball	12	15	0
Runeword705	Spring	1		glov	belt	boot							Ha Ru	r28	r24					allskills		1	1	balance1		30	30	ac		30	45	hp		50	50	mana		50	50	red-mag		10	15	charged	Oak Sage	20	13	0
Runeword706	Animal Friend	1		helm									Na U Shi Ka	r29	r02	r03	r04			skilltab	15	2	2	regen-mana		60	60	regen		15	15	all-stats		15	15	aura	Defiance	8	8	allskills		1	1	res-ltng/lvl	6			0
Runeword707	Animal Friend	1		tors									Na U Shi Ka	r29	r02	r03	r04			skilltab	15	3	3	regen-mana		90	90	regen		20	20	all-stats		20	20	aura	Defiance	11	11	allskills		2	2	res-ltng/lvl	8			0
Runeword708	Sorrow	1		tors									Ka Na Shi Mi	r04	r29	r03	r10			ac%		160	200	hp%		-12	-12	slow		50	50	hit-skill	Decrepify	8	7	aura	Thorns	5	5	thorns/lvl	60			res-all		30	30	0
Runeword709	Sorrow	1		pole									Ka Na Shi Mi	r04	r29	r03	r10			dmg%		160	200	hp%		-12	-12	slow		50	50	hit-skill	Decrepify	8	7	aura	Thorns	5	5	thorns/lvl	60			res-all		30	30	0
Runeword710	Sorrow	1		pole									Qa Na Shi Mi	r47	r29	r03	r10			dmg%		160	200	hp%		-12	-12	slow		50	50	hit-skill	Decrepify	8	7	aura	Thorns	5	5	thorns/lvl	60			res-all		30	30	0
Runeword711	Lightning	1		mele									Ka Mi Na Ri	r04	r10	r29	r09			dmg%		140	180	dmg-ltng		5	200	dmg-ltng/lvl	48			abs-ltng%		20	20	hit-skill	Chain Lightning	8	18	aura	Holy Shock W	6	6	light-thorns		250	250	0
Runeword712	Lightning	1		mele									Qa Mi Na Ri	r47	r10	r29	r09			dmg%		140	180	dmg-ltng		5	200	dmg-ltng/lvl	48			abs-ltng%		20	20	hit-skill	Chain Lightning	8	18	aura	Holy Shock W	6	6	light-thorns		250	250	0
Runeword713	Summer	1		wand	knif	orb	mana						Na Tsu	r29	r13					regen		30	30	regen-mana		80	80	cast2		20	20	move2		20	20	allskills		2	2	oskill	Thunder Storm	6	6	abs-fire%		20	20	0
Runeword714	Summer	1		boot									Na Tsu	r29	r13					regen		15	15	regen-mana		40	40	cast2		20	20	move2		20	20	allskills		1	1	oskill	Thunder Storm	3	3	abs-fire%		10	10	0
Runeword715	Jurai	1		spea	pole								Tsu Na Mi	r13	r29	r10				dmg%		170	220	dmg-cold	200	46	280	freeze		4	4	att		150	150	swing2		30	30	dmg-cold/lvl	56			hit-skill	Frost Nova	20	7	0
Runeword716	Lionheart	1		tors									Ka I O Na I	r04	r01	r21	r29	r01		ac%		150	200	str		30	30	crush/lvl	2			hp/lvl	10			res-all		40	40	red-dmg%		20	20	allskills		1	1	0
Runeword717	Hatred	1		blun									Ni Ku Shi Mi	r30	r06	r03	r10			dmg%		190	230	crush		15	20	slow		75	75	dmg-demon		250	250	dmg-undead		200	200	dmg-ac		-15	-15	dmg-pois	200	512	512	0
Runeword718	Butcher	1		axe									Ni Ku Ya	r30	r06	r11				dmg%		200	250	allskills		1	1	crush		15	15	str		30	30	openwounds		100	100	swing1		20	20	str/lvl	8			0
Runeword719	Authority	1		mele									Ke Ni	r17	r30					dmg%		165	165	str		20	30	dmg-min		20	30	deadly		30	40	swing1		30	30	att		150	200	allskills		1	1	0
Runeword720	Authority	1		glov									Ke Ni	r17	r30					dmg%		50	50	str		10	20	dmg-min		7	10	deadly		20	30	swing1		20	20	att		100	150					0
Runeword721	Secret	1		shld									Shi Ni Ta	r03	r30	r25				block2		20	20	block		20	20	res-all		25	25	nofreeze		1	1	mag%		75	75	mag%/lvl	6			allskills		1	1	0
Runeword722	Patience	1		weap									Ni N Ta I	r30	r05	r25	r01			dmg%/lvl	26			str/lvl	3			dex/lvl	3			deadly/lvl	3			wounds/lvl	3			mag%/lvl	12			allskills		3	3	0
Runeword723	Fossil of the Sun	1		tors									Ka Se Ki	r04	r31	r08				abs-fire%		20	20	oskill	Thunder Storm	4	4	ac%/lvl	12			allskills		2	2	res-fire		80	80	fireskill		3	3	regen		50	50	0
Runeword724	Divine	1		weap									Shi N Se I	r03	r05	r31	r01			dmg%		175	215	allskills		3	3	att%		75	75	dmg-demon		150	150	res-all		35	35	dmg-undead		150	150	dmg-ltng/lvl	56			0
Runeword725	Accuracy	1		miss									Se I Ka Ku	r31	r01	r04	r06			dmg%		150	200	ama		2	2	swing2		30	30	crush		15	30	noheal		1	1	skill	Pierce	3	4	att/lvl	20			0
Runeword726	Accuracy	1		miss									Se I Qa Ku	r31	r01	r47	r06			dmg%		150	200	ama		2	2	swing2		30	30	crush		15	30	noheal		1	1	skill	Pierce	3	4	att/lvl	20			0
Runeword727	Acid	1		swor	axe								Sa N Se I	r15	r05	r31	r01			dmg%		100	150	allskills		1	1	dmg-fire		125	250	dmg-pois/lvl	80			swing3		30	30	noheal		1	1	hit-skill	Venom	5	7	0
Runeword728	Harmony	1		tors									Wa Se I	r27	r31	r01				hp%		30	30	balance3		30	30	mana%		30	30	swing3		30	30	move3		30	30	cast3		30	30	red-dmg%		30	30	0
Runeword729	Learned One	1		helm									Se N Se I	r31	r05	r31	r01			ac%		150	150	allskills		3	3	enr		20	20	res-all		10	20	cast1		20	20	swing1		20	20	addxp		5	5	0
Runeword730	Hunger	1		swor	spea	axe							Ku U Fu Ku	r06	r02	r32	r06			dmg%		180	230	lifesteal		16	16	manasteal		10	10	swing3		30	30	hit-skill	Life Tap	7	8	oskill	Redemption	1	6	oskill	Cycle of Life	10	10	0
Runeword730	Hunger	1		swor	spea	axe							Ku U Hu Ku	r06	r02	r48	r06			dmg%		180	230	lifesteal		16	16	manasteal		10	10	swing3		30	30	hit-skill	Life Tap	7	8	oskill	Redemption	1	6	oskill	Cycle of Life	10	10	0
Runeword731	Terror	1		mele									Ki Yo U Fu	r08	r07	r02	r32			dmg%		190	240	att		250	250	deadly		60	60	swing3		60	60	att/lvl	10			oskill	Terror	4	4	oskill	Howl	5	5	0
Runeword731	Terror	1		mele									Ki Yo U Hu	r08	r07	r02	r48			dmg%		190	240	att		250	250	deadly		60	60	swing3		60	60	att/lvl	10			oskill	Terror	4	4	oskill	Howl	5	5	0
Runeword732	Stomach Ache	1		tors									Fu Ku Tsu U	r32	r06	r13	r02			ac%		150	200	aura	Cleansing	6	6	oskill	Salvation	1	1	oskill	Poison Nova	7	7	res-pois/lvl	6			dmg-pois	175	293	293	dmg-pois/lvl	60			0
Runeword733	Edge	1		swor	knif	axe	h2h						Fu Chi	r32	r14					dmg%		180	220	allskills		2	2	deadly/lvl	6			wounds/lvl	6			swing2		25	25	oskill	Zeal	5	5	rep-dur	100			0
Runeword733	Edge	1		swor	knif	axe	h2h						Hu Chi	r48	r14					dmg%		180	220	allskills		2	2	deadly/lvl	6			wounds/lvl	6			swing2		25	25	oskill	Zeal	5	5	rep-dur	100			0
Runeword734	Phoenix	1		tors									Fu Shi Chi Yo U	r32	r03	r14	r07	r02		ac%		150	200	res-all		30	40	gethit-skill	Nova	20	30	red-mag		15	15	red-dmg		15	15	abs-fire%		30	30	abs-ltng%		30	30	0
Runeword735	Winter	1		orb	mana								Fu Yu	r32	r16					skilltab	5	5	5	aura	Holy Freeze W	11	15	cast2		25	25	abs-cold%		25	25	pierce-cold		25	25	extra-cold		25	25	dmg%		200	200	0
Runeword735	Winter	1		orb	mana								Hu Yu	r48	r16					skilltab	5	5	5	aura	Holy Freeze W	11	15	cast2		25	25	abs-cold%		25	25	pierce-cold		25	25	extra-cold		25	25	dmg%		200	200	0
Runeword736	Vengeance	1		weap									Fu Ku Shi Yu U	r32	r06	r03	r16	r02		dmg%		180	220	dmg-ltng		1	200	dmg-cold	150	1	200	dmg-fire		1	200	dmg-fire/lvl	48			dmg-cold/lvl	48			dmg-ltng/lvl	48			0
Runeword736	Vengeance	1		weap									Hu Ku Shi Yu U	r48	r06	r03	r16	r02		dmg%		180	220	dmg-ltng		1	200	dmg-cold	150	1	200	dmg-fire		1	200	dmg-fire/lvl	48			dmg-cold/lvl	48			dmg-ltng/lvl	48			0
Runeword737	Abundant	1		tors									Ho U Fu	r22	r02	r32				ac%		150	175	allskills		2	2	hp%		25	25	mana%		25	25	regen		25	35	regen-mana		60	100	res-all		18	30	0
Runeword738	Unlawful	1		wand	scep	staf							Fu Ho U	r32	r22	r02				lifesteal		9	9	manasteal		9	9	swing3		30	30	dmg%		200	250	hit-skill	Amplify Damage	8	8									0
Runeword738	Unlawful	1		wand	scep	staf							Hu Ho U	r48	r22	r02				lifesteal		9	9	manasteal		9	9	swing3		30	30	dmg%		200	250	hit-skill	Amplify Damage	8	8									0
Runeword739	Gluttony	1		mele									Fu To Ku Na Ru	r32	r26	r06	r29	r24		lifesteal		8	12	dmg/lvl	12			oskill	Find Potion	1	1	dmg%		70	120	mag%/lvl	12			gold%/lvl	32			move1		10	10	0
Runeword739	Gluttony	1		mele									Hu To Ku Na Ru	r48	r26	r06	r29	r24		lifesteal		8	12	dmg/lvl	12			oskill	Find Potion	1	1	dmg%		70	120	mag%/lvl	12			gold%/lvl	32			move1		10	10	0
Runeword740	Horse	1		weap									U Ma	r02	r33					dmg%		120	140	move3		40	40	dmg/lvl	12			swing1		20	20	str		25	25	oskill	Charge	14	14	gold%/lvl	12			0
Runeword741	Indominable	1		tors									Ra N Ma	r20	r05	r33				ac%		280	360	nofreeze		1	1	res-fire/lvl	10			oskill	Dodge	1	1	balance3		60	60	hp%		40	40	rep-dur	50			0
Runeword742	Noble Ogre	1		mele									Ta Ma Ho Me	r25	r33	r22	r23			dmg%		240	280	swing1		20	20	att		200	200	slow		30	30	str/lvl	6			vit		15	15	red-dmg%		15	15	0
Runeword743	Medicine	1		shld									Ya Ku Hi N	r11	r06	r34	r05			res-all		50	50	res-pois-len		100	100	abs-fire%		25	25	abs-ltng%		25	25	abs-cold%		25	25	abs-mag%		15	15	nofreeze		1	1	0
Runeword744	Sheep	1		weap									Hi Tsu Shi	r34	r13	r03				dmg%		210	250	res-all		20	20	hp		20	20	aura	Sanctuary	5	10	allskills		1	1	hit-skill	Charged Bolt	12	22	dmg-ltng		1	300	0
Runeword745	Radiance	1		helm									Hi Ka Ru	r34	r04	r24				ac%		125	175	allskills		3	3	enr		15	15	vit		15	15	red-mag		15	15	mag%		125	125	move2		15	15	0
Runeword746	Trip	1		boot									Ta Hi	r25	r34					ac/lvl	8			move3		40	40	hp		50	50	regen-stam		50	50	mag%		25	25	res-all		40	40	gold%		50	50	0
Runeword747	One	1		helm									Hi To Tsu	r34	r26	r13				dmg%		100	100	allskills		1	1	ac%		100	100	mag%		100	100	gold%		100	100	att%		100	100	res-pois-len		100	100	0
Runeword748	The Lovers	1		weap									Ko I Hi To	r19	r01	r34	r26			dmg%		235	275	allskills		2	2	dmg-fire		60	180	dmg-cold	150	60	180	lifesteal		6	6	manasteal		6	6	att%		20	20	0
Runeword749	Daylight	1		tors	shld								Hi Ru Ma	r34	r24	r33				ac%		150	175	allskills		2	2	light		4	4	red-dmg		10	10	gethit-skill	Nova	4	24	abs-fire%		20	20	abs-ltng%		20	20	0
Runeword750	Pattern	1		mace	hamm	club							Mo Yo U	r35	r07	r02				dmg-pois	100	512	1024	dmg-ltng		50	750	dmg-cold	100	45	545	dmg-fire		100	900	dmg-mag		50	400	res-all		36	36	swing2		20	20	0
Runeword751	Mist	1		tors									Mo Ya	r35	r11					ac%		260	260	allskills		2	2	cast1		30	30	mana-kill		6	12	res-cold/lvl	8			swing3		30	30	move3		30	30	0
Runeword752	Mist	1		glov									Mo Ya	r35	r11					ac%		130	130	allskills		1	1	cast1		20	20	mana-kill		3	6	res-cold/lvl	4			swing3		30	30					0
Runeword753	Mist	1		boot	belt								Mo Ya	r35	r11					ac%		130	130	allskills		1	1	cast1		20	20	mana-kill		3	6	res-cold/lvl	4			move3		30	30					0
Runeword754	Question	1		tors									Shi Tsu Mo N	r03	r13	r35	r05			ac		500	500	res-ltng		60	60	lifesteal		12	12	res-pois		60	60	stupidity		2	2	hit-skill	Confuse	7	6	allskills		3	3	0
Runeword755	Question	1		helm									Shi Tsu Mo N	r03	r13	r35	r05			ac		150	150	res-ltng		40	40	lifesteal		9	9	res-pois		40	40	stupidity		2	2	hit-skill	Confuse	5	4	allskills		2	2	0
Runeword756	Silence	1		weap									Chi N Mo Ku	r14	r05	r35	r06			dmg%		170	210	dmg/lvl	8			stupidity		4	4	swing3		50	50	att		200	200	deadly		25	25	res-all		35	35	0
Runeword757	Enlightenment	1		helm									Ke I Mo U	r17	r01	r35	r02			addxp		5	5	allskills		2	2	all-stats		20	20	light		5	5	hp%		20	20	mana%		20	20	res-ltng/lvl	6			0
Runeword758	Frostbite	1		axe									Shi Mo Ya Ke	r03	r35	r11	r17			dmg%		240	290	dmg-cold	500	160	180	dmg-cold/lvl	32			freeze		3	3	hit-skill	ctcFrozen Orb	7	24	gethit-skill	ctcBlizzard	7	24	openwounds		25	25	0
Runeword759	Discipline	1		swor	h2h	knif							Mo To Ko	r35	r26	r19				dmg%		210	260	swing3		30	30	dmg-mag		200	400	res-mag		50	50	ac		400	400	dex		50	50	deadly		45	45	0
Runeword760	Prayer	1		weap									I No Ri	r01	r36	r09				dmg%		230	270	aura	Prayer	7	7	allskills		2	2	swing3		40	40	dex		30	30	att		250	250					0
Runeword761	Able	1		tors									Yu U No U	r16	r02	r36	r02			ac%		200	250	allskills		3	3	ease		-100	-100	str		30	30	res-all		30	30	res-all-max		3	6	move2		20	20	0
Runeword762	Golden Dragon	1		tors									Ki N No Ri Yu U	r08	r05	r36	r09	r16	r02	ac%		140	170	aura	Holy Shock T	18	18	res-all		40	40	abs-ltng%		30	30	light-thorns		250	250	att-skill	Chain Lightning	9	22	oskill	Inferno	26	26	0
Runeword763	Dark Star	1		tors									Hi Ka Ri No Ke N	r34	r04	r09	r36	r17	r05	ac%		220	280	abs-mag%		15	15	red-dmg%		20	20	gethit-skill	Decrepify	10	3	oskill	Bone Armor	5	5	allskills		2	2	abs-ltng%		15	15	0
Runeword764	Nature's Kingdom	1		mele						2hsw			Mo No No Ke	r35	r36	r36	r17																															0
Runeword765	Master Key	1		h2h	asns	asnx							Te N Chi	r37	r05	r14				dmg%		170	210	ass		4	4	gold%		100	100	mag%		100	100	swing3		50	50	mag%/lvl	16			dmg/lvl	12			0
Runeword766	Zenith	1		tors									Te N Chi Yo U	r37	r05	r14	r07	r02		ac%		175	225	allskills		4	4	str		20	20	res-all		30	30	ease		-20	-30	rep-dur	10			ac/lvl	24			0
Runeword767	Lethal	1		mele									Chi Me I Te Ki	r14	r23	r01	r37	r08		dmg%		230	260	deadly		30	30	crush		15	15	swing1		15	15	dmg/lvl	8			hit-skill	Static Field	7	7					0
Runeword768	Thirst	1		spea	pole								U E Te I Ru	r02	r18	r37	r01	r24		dmg%		260	300	lifesteal		20	20	oskill	Cow Balloon	1	1	swing2		30	30	move3		15	15	rep-dur	100			manasteal		5	5	0
Runeword769	Feminine	1		staf						orb	mana		Na Te Shi Ko	r29	r37	r03	r19			ac%		100	100	sor		6	6	dmg%		170	200	hp%		15	15	mana%		15	15	cast3		30	30	swing3		30	30	0
Runeword770	Feminine	1		miss	spea								Na Te Shi Ko	r29	r37	r03	r19			ac%		100	100	ama		4	4	dmg%		255	300	hp%		15	15	mana%		15	15	cast3		30	30	swing3		30	30	0
Runeword771	Feminine	1		asnx									Na Te Shi Ko	r29	r37	r03	r19			ac%		100	100	ass		4	4	dmg%		255	300	hp%		15	15	mana%		15	15	cast3		30	30	swing3		30	30	0
Runeword772	Heaven's Will	1		scep	bedg								Te N No I Shi	r37	r05	r36	r01	r03		dmg%		240	280	pal		4	4	dmg-mag		50	150	dmg-demon		200	200	dmg-undead		200	200	hit-skill	ctcFist of the Heavens	10	40	swing1		20	20	0
Runeword773	White	1		scep	bedg								Shi Ro I	r03	r38	r01				pal		4	4	dmg%/lvl	26			dmg-demon		300	300	skill	Sanctuary	15	15	att-skill	Holy Bolt	20	30	skill	Blessed Hammer	12	12	skill	Fist of the Heavens	9	9	0
Runeword774	Black	1		mace	hamm	club							Ku Ro I	r06	r38	r01				dmg%		240	300	allskills		2	2	oskill	Corpse Explosion	4	4	crush		20	20	swing2		20	35	red-mag		10	30	att		200	200	0
Runeword775	Spirit	1		helm									Ko Ko Ro	r19	r19	r38				res-all		25	35	allskills		2	2	abs-ltng%		15	15	abs-fire%		15	15	abs-cold%		15	15	regen-mana		20	30	vit/lvl	3			0
Runeword776	Wanderer	1		helm									Ru Ro U Ni	r24	r38	r02	r30			ac%		200	200	allskills		2	2	vit		10	10	oskill	Claw Mastery	3	3	mana-kill		8	8	res-all		30	30	move3		30	30	0
Runeword777	Fade	1		mace	hamm								I Ro A Se Ru	r01	r38	r12	r31	r24		dmg%		240	280	oskill	Fade	1	1	crush		10	15	stupidity		3	3	noheal		1	1	dmg-cold	250	100	250	swing1		30	30	0
Runeword778	Thought	1		helm									Shi So U	r03	r39	r02				all-stats		10	10	res-cold/lvl	6			res-ltng/lvl	6			res-pois/lvl	6			ac/lvl	16			cast3		20	20	allskills		3	3	0
Runeword779	Fury	1		mele									O Ru So N	r21	r24	r39	r05			dmg%		270	310	swing3		40	40	noheal		1	1	openwounds		40	40	crush		10	10	deadly		20	20	hit-skill	Amplify Damage	8	6	0
Runeword780	War	1		mace	hamm								Se N So U	r31	r05	r39	r02			dmg%		250	300	swing2		30	30	crush		10	15	hit-skill	Static Field	11	6	str		25	25	vit		25	25	ease		-50	-50	0
Runeword781	Smoke	1		tors									Ke Mu Ri	r17	r40	r09				ac%		160	190	allskills		1	1	res-all		60	60	balance2		20	20	light		-3	-3	oskill	Cloak of Shadows	1	1	move3		20	20	0
Runeword782	Envy	1		armo									U Ra Ya Mu	r02	r20	r11	r40			ac%		180	220	allskills		1	1	red-dmg		20	20	red-mag		20	20	rep-dur	100			aura	Defiance	12	15	hp		20	20	0
Runeword783	Rat	1		weap									Ne	r41						dmg%		260	290	dex/lvl	4			swing1		30	30	move1		20	20	oskill	Venom	8	8	extra-pois		20	20	deadly		25	25	0
Runeword784	Hot	1		armo						tors			Ne Tsu 	r41	r13					ac%		75	75	abs-fire%		15	15	gethit-skill	Nova	6	35	dmg-fire		50	100	dmg-fire/lvl	8			hp%		10	10	allskills		2	2	0
Runeword785	Fox	1		tors									Ki Tsu Ne	r08	r13	r41				ac%		240	300	balance3		30	30	dex		50	50	move3		30	30	lifesteal		5	5	manasteal		5	5	aura	Resist Cold	8	8	0
Runeword786	Bone	1		wand	knif								Ho Ne	r22	r41					skill	Bone Armor	5	5	skill	Skeleton Mastery	5	5	skill	Raise Skeleton	5	5	skill	Bone Wall	5	5	skill	Bone Spirit	5	5	nec		3	3	mana/lvl	10			0
Runeword787	Nightgown	1		tors									Ne Ma Ki	r41	r33	r08				ac		1100	1400	res-cold		75	75	res-ltng		75	75	res-all-max		3	6	allskills		3	3	res-fire		40	40	res-pois		40	40	0
Runeword788	Dome	1		shld									Ma Ru Ya Ne	r33	r24	r11	r41			ac%		175	200	res-all		35	35	light-thorns		125	125	block		30	30	red-dmg%		30	30	red-mag		20	20	block3		30	30	0
Runeword789	Grand Leon	1		swor									Ma Sa Mu Ne	r33	r15	r40	r41			dmg%		300	300	allskills		1	1	crush		10	10	str		40	40	aura	Blessed Aim	6	8									0
Runeword790	Rift	1		shld									Ki Re Tsu	r08	r42	r13				ac%		100	140	regen		10	20	res-cold		35	35	allskills		3	3	regen-mana		30	50	red-mag		8	8	block		20	20	0
Runeword791	Obedience	1		weap									A Ya Na Mi Re I	r12	r11	r29	r10	r42	r01	dmg%		275	275	allskills		4	4	hp%		30	30	rep-dur	10			swing3		50	50	charged	Shadow Master	2	35	knock		512	512	0
Runeword792	Dread	1		shld									O So Re Ru	r21	r39	r42	r24			ac%		130	170	allskills		2	2	aura	Thorns	24	24	thorns		1000	1000	block		25	25	skill	Skeleton Mastery	4	6	skill	Oak Sage	4	6	0
Runeword793	Unknown	1		tors									Ki Chi Su U	r08	r14	r43	r02			allskills		2	2	gethit-skill	Teleport	7	1	mana-kill		10	15	heal-kill		10	15	oskill	Cold Mastery	1	2	oskill	Lightning Mastery	1	2	ac		500	500	0
Runeword793	Unknown	1		tors									Ri Chi Su U	r09	r14	r43	r02			allskills		2	2	gethit-skill	Teleport	7	1	mana-kill		10	15	heal-kill		10	15	oskill	Fire Mastery	1	2	oskill	Cold Mastery	1	2	ac		500	500	0
Runeword793	Unknown	1		tors									Mi Chi Su U	r10	r14	r43	r02			allskills		2	2	gethit-skill	Teleport	7	1	mana-kill		10	15	heal-kill		10	15	oskill	Fire Mastery	1	2	oskill	Lightning Mastery	1	2	ac		500	500	0
Runeword794	Dodge	1		shld									Ka Wa Su	r04	r27	r43				ac%		170	220	oskill	Dodge	3	6	dex		50	50	block		20	20	allskills		2	2	res-all		30	30	block3		20	20	0
Runeword795	Admiration	1		weap									Su U Ha I	r43	r02	r28	r01			dmg%		240	280	allskills		1	1	swing3		30	30	aura	Might	9	9	deadly		25	25	lifesteal		6	6	manasteal		6	6	0
Runeword796	Jindujun	1		tors									Su Ha Ra Shi I	r43	r28	r20	r03	r01		allskills		3	3	ac		1000	1500	aura	Salvation	5	5	res-pois-len		100	100	red-dmg		15	15	red-mag		15	15	hp/lvl	20			0
Runeword797	Revenge	1		weap									Ho U Fu Ku Su Ru	r22	r02	r32	r06	r43	r24	dmg%		240	280	oskill	Iron Maiden	1	1	thorns/lvl	60			gethit-skill	Static Field	100	30	allskills		3	3	cast1		30	30	hp/lvl	12			0
Runeword797	Revenge	1		weap									Ho U Hu Ku Su Ru	r22	r02	r48	r06	r43	r24	dmg%		240	280	oskill	Iron Maiden	1	1	thorns/lvl	60			gethit-skill	Static Field	100	30	allskills		3	3	cast1		30	30	hp/lvl	12			0
Runeword798	Burn	1		mele									Mo Ya Su	r35	r11	r43				dmg-fire		400	500	dmg-fire/kill		1	1	nofreeze		1	1	fireskill		3	3	att-skill	Fire Ball	10	45	charged	Fire Bolt	1	20	charged	Meteor	1	20	0
Runeword799	Abandon	1		helm	shld								Su Te Ru	r43	r37	r24				ac%		145	185	allskills		2	2	gethit-skill	Fade	8	17	move3		40	40	block		20	20	thorns		300	300	block1		20	20	0
